time,node,decisions
1000,pop0,266
1000,pop1,639
1000,pop2,211
1000,pop3,492
1000,pop4,94
1000,pop5,652
1000,pop6,29
1000,pop7,30
1000,pop8,619
1000,pop9,594
1000,pop10,552
1000,pop11,67
1000,pop12,548
1000,pop13,0
1000,pop14,639
1000,pop15,492
1000,pop16,536
1000,pop17,176
1000,pop18,294
1000,pop19,158
1000,pop20,130
1000,pop21,101
1000,pop22,207
1000,pop23,677
1000,pop24,413
1000,pop25,81
1000,pop26,18
1000,pop27,330
1000,pop28,138
1000,pop29,498
1000,pop30,2
1000,pop31,2
1000,pop32,19
1000,pop33,133
1000,pop34,340
1000,pop35,316
1000,pop36,84
1000,pop37,114
1000,pop38,370
1000,pop39,612
1000,pop40,536
1000,pop41,629
1000,pop42,245
1000,pop43,386
1000,pop44,823
1000,pop45,274
1000,pop46,610
1000,pop47,100
1000,pop48,138
1000,pop49,7
1000,pop50,1638
1000,pop51,1928
1000,pop52,1380
1000,pop53,1160
1000,pop54,6
1000,pop55,544
1000,pop56,527
1000,pop57,2
