time,node,decisions
1000,pop0,145
1000,pop1,1236
1000,pop2,0
1000,pop3,15
1000,pop4,810
1000,pop5,6
1000,pop6,2
1000,pop7,26
1000,pop8,261
1000,pop9,7
1000,pop10,228
1000,pop11,467
1000,pop12,265
1000,pop13,7
1000,pop14,125
1000,pop15,0
1000,pop16,321
1000,pop17,7
1000,pop18,737
1000,pop19,540
1000,pop20,13
1000,pop21,176
1000,pop22,247
1000,pop23,193
1000,pop24,158
1000,pop25,3
1000,pop26,599
1000,pop27,161
1000,pop28,6
1000,pop29,248
1000,pop30,2
1000,pop31,0
1000,pop32,4
1000,pop33,113
1000,pop34,20
1000,pop35,4
1000,pop36,269
1000,pop37,244
1000,pop38,163
1000,pop39,79
1000,pop40,107
1000,pop41,647
1000,pop42,312
1000,pop43,680
1000,pop44,377
1000,pop45,563
1000,pop46,15
1000,pop47,192
1000,pop48,640
1000,pop49,7
1000,pop50,2293
1000,pop51,2552
1000,pop52,1061
1000,pop53,1330
1000,pop54,221
1000,pop55,175
1000,pop56,16
1000,pop57,231
