time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,28,0,0,28,0,0,0,2.75,0,0.0,0,0,0.0,0.0
100,637,245,215,177,11.453644876505699,34.59078914272379,5.005108381110002,2.6562009419152277,5.876340243030736,12.905808477237048,21.53469387755102,17.253061224489795,0.3260096982758622,0.07150811781609175
200,1225,637,411,177,11.88821656846291,36.49714977297615,5.008809492521626,2.663673469387755,6.241961675868788,15.688979591836734,23.499215070643643,17.67817896389325,0.3317578576142503,0.07617654539954881
300,1860,1026,636,198,11.946532178074115,36.62304151720706,5.001306091968734,2.653763440860215,6.329811958588633,16.106989247311827,23.610136452241715,17.758284600389864,0.33662625875839963,0.0778613479155612
400,2460,1428,855,177,11.942196282705675,36.915395455350875,5.0018319757498855,2.6471544715447153,6.380539200495816,16.739837398373982,23.928571428571427,17.9593837535014,0.3376030125731263,0.07945259139383351
500,3080,1840,1056,184,12.0134652638459,36.94475972316244,5.005811253537955,2.650324675324675,6.419346918733121,16.977922077922077,23.93641304347826,17.935326086956522,0.3383122459495011,0.08001242408508809
600,3723,2266,1272,185,11.961213204581677,36.90569490587043,4.999976985054854,2.652699435938759,6.456030657523195,17.195272629599785,23.950132391879965,18.05207413945278,0.34038720590696386,0.08058427268152743
700,4351,2694,1487,170,11.95096797109224,36.967059230062134,5.004898187025914,2.6547920018386577,6.453393820080459,17.328200413698,23.94543429844098,18.089458054936898,0.3430381646447608,0.08128715715143825
800,4976,3088,1713,175,11.947492965386964,36.77715415742882,4.995879639143164,2.6561495176848875,6.434381331132288,17.232918006430868,23.770401554404145,18.033678756476682,0.34238250780620505,0.08063730742470442
900,5601,3489,1934,178,11.937994883135442,36.7755374728913,4.994940166406176,2.6545259775040173,6.459193183331115,17.323692197821817,23.76382917741473,18.058469475494412,0.3434885281094829,0.08119799991055061
1000,6212,3866,2166,180,11.960539734673386,36.77765500110679,4.998044280351407,2.6580811332904055,6.441148210425174,17.266258853831296,23.71443352302121,18.068546301086393,0.34436037295721084,0.08120337994491587
