time,node,decisions
1000,pop0,932
1000,pop1,304
1000,pop2,2848
1000,pop3,3570
1000,pop4,75
1000,pop5,83
1000,pop6,69
1000,pop7,92
1000,pop8,154
1000,pop9,114
1000,pop10,0
1000,pop11,1114
1000,pop12,577
1000,pop13,599
1000,pop14,1365
1000,pop15,1598
1000,pop16,371
1000,pop17,2533
1000,pop18,767
1000,pop19,629
1000,pop20,5573
1000,pop21,832
1000,pop22,44
1000,pop23,41
1000,pop24,242
1000,pop25,614
1000,pop26,668
1000,pop27,2234
1000,pop28,0
1000,pop29,1263
1000,pop30,0
1000,pop31,71
1000,pop32,281
1000,pop33,1459
1000,pop34,10
1000,pop35,335
1000,pop36,1025
1000,pop37,302
1000,pop38,375
1000,pop39,1239
1000,pop40,558
1000,pop41,2051
1000,pop42,279
1000,pop43,15
1000,pop44,1305
1000,pop45,1911
1000,pop46,0
1000,pop47,255
1000,pop48,2314
1000,pop49,1542
1000,pop50,2
1000,pop51,2834
1000,pop52,470
1000,pop53,470
1000,pop54,0
1000,pop55,0
1000,pop56,2
1000,pop57,2
1000,pop58,725
1000,pop59,2
1000,pop60,9
1000,pop61,1943
1000,pop62,1044
1000,pop63,611
1000,pop64,1391
1000,pop65,0
1000,pop66,895
1000,pop67,362
1000,pop68,415
1000,pop69,15
1000,pop70,2328
1000,pop71,19
1000,pop72,700
1000,pop73,10
1000,pop74,813
1000,pop75,1261
1000,pop76,12
1000,pop77,513
1000,pop78,1612
1000,pop79,230
1000,pop80,103
1000,pop81,1797
1000,pop82,1319
1000,pop83,272
1000,pop84,241
1000,pop85,1032
1000,pop86,372
1000,pop87,468
1000,pop88,0
1000,pop89,0
1000,pop90,211
1000,pop91,368
1000,pop92,1034
1000,pop93,883
1000,pop94,2428
1000,pop95,1242
1000,pop96,13
1000,pop97,119
1000,pop98,576
1000,pop99,340
1000,pop100,977
1000,pop101,382
1000,pop102,527
1000,pop103,654
1000,pop104,227
1000,pop105,186
1000,pop106,619
1000,pop107,686
1000,pop108,236
1000,pop109,755
1000,pop110,1183
1000,pop111,198
1000,pop112,232
1000,pop113,84
1000,pop114,928
1000,pop115,741
1000,pop116,1277
1000,pop117,1326
1000,pop118,387
1000,pop119,6
1000,pop120,2095
1000,pop121,602
1000,pop122,52
1000,pop123,3169
1000,pop124,4511
1000,pop125,5792
1000,pop126,1158
1000,pop127,1711
1000,pop128,3562
1000,pop129,1943
1000,pop130,3349
1000,pop131,6586
1000,pop132,2417
1000,pop133,2013
1000,pop134,1019
1000,pop135,0
1000,pop136,222
1000,pop137,613
1000,pop138,438
1000,pop139,170
1000,pop140,3436
1000,pop141,3914
1000,pop142,263
1000,pop143,1102
1000,pop144,4073
1000,pop145,419
1000,pop146,544
1000,pop147,429
1000,pop148,1686
