,flow,node,dec_count,dec_time_avg,dec_time_std
0,1,global,1,0.6529302597045898,0.0
1,2,global,1,0.8970141410827637,0.0
2,3,global,1,0.8513505458831787,0.0
3,4,global,1,0.7595353126525879,0.0
4,5,global,1,0.9916157722473145,0.0
5,6,global,1,0.8751544952392578,0.0
6,7,global,1,0.7837982177734375,0.0
7,8,global,1,0.7740604877471924,0.0
8,9,global,1,0.8059074878692627,0.0
9,10,global,1,1.0506839752197266,0.0
10,11,global,1,0.7929632663726807,0.0
11,12,global,1,1.1972086429595947,0.0
12,13,global,1,1.241255521774292,0.0
13,14,global,1,0.9709615707397461,0.0
14,15,global,1,0.7439463138580322,0.0
15,16,global,1,0.7999656200408936,0.0
16,17,global,1,0.7117354869842529,0.0
17,18,global,1,0.7525606155395508,0.0
18,19,global,1,0.7864418029785156,0.0
19,20,global,1,1.2771039009094238,0.0
20,21,global,1,0.8291988372802734,0.0
21,22,global,1,0.6830105781555176,0.0
22,23,global,1,0.5415811538696289,0.0
23,24,global,1,0.649484395980835,0.0
24,25,global,1,0.549447774887085,0.0
25,26,global,1,0.6163725852966309,0.0
26,27,global,1,0.8488945960998535,0.0
27,28,global,1,0.5829627513885498,0.0
28,29,global,1,0.5960631370544434,0.0
29,30,global,1,0.5600459575653076,0.0
30,31,global,1,0.539522647857666,0.0
31,32,global,1,0.5244684219360352,0.0
32,33,global,1,0.5869598388671875,0.0
33,34,global,1,0.6916065216064453,0.0
34,35,global,1,0.6095199584960938,0.0
35,36,global,1,0.8231601715087891,0.0
36,37,global,1,0.504981517791748,0.0
37,38,global,1,0.6269440650939941,0.0
38,39,global,1,0.5740675926208496,0.0
39,40,global,1,0.6187760829925537,0.0
40,41,global,1,0.5642919540405273,0.0
41,42,global,1,0.7268581390380859,0.0
42,43,global,1,0.5226006507873535,0.0
43,44,global,1,0.751105546951294,0.0
44,45,global,1,0.47795891761779785,0.0
45,46,global,1,0.7376444339752197,0.0
46,47,global,1,0.7281649112701416,0.0
47,48,global,1,0.8706784248352051,0.0
48,49,global,1,0.5480027198791504,0.0
49,50,global,1,0.6806755065917969,0.0
50,51,global,1,0.6143200397491455,0.0
51,52,global,1,0.5151193141937256,0.0
52,53,global,1,0.45073628425598145,0.0
53,54,global,1,0.6276788711547852,0.0
54,55,global,1,0.5564720630645752,0.0
55,56,global,1,0.7840132713317871,0.0
56,57,global,1,0.8046832084655762,0.0
57,58,global,1,0.7268896102905273,0.0
58,59,global,1,0.8971281051635742,0.0
59,60,global,1,0.5881898403167725,0.0
60,61,global,1,0.6553425788879395,0.0
61,62,global,1,0.5954163074493408,0.0
62,63,global,1,0.9801912307739258,0.0
63,64,global,1,0.43428850173950195,0.0
64,65,global,1,0.4944789409637451,0.0
65,66,global,1,0.5735335350036621,0.0
66,67,global,1,1.0893559455871582,0.0
67,68,global,1,0.573112964630127,0.0
68,69,global,1,0.5563380718231201,0.0
69,70,global,1,0.47072863578796387,0.0
70,71,global,1,0.5747029781341553,0.0
71,72,global,1,0.5400385856628418,0.0
72,73,global,1,0.5630040168762207,0.0
73,74,global,1,0.5489943027496338,0.0
74,75,global,1,0.5384211540222168,0.0
75,76,global,1,0.5209798812866211,0.0
76,77,global,1,0.628253698348999,0.0
77,78,global,1,0.595242977142334,0.0
78,79,global,1,0.7152011394500732,0.0
79,80,global,1,0.450056791305542,0.0
80,81,global,1,0.6481587886810303,0.0
81,82,global,1,0.5209667682647705,0.0
82,83,global,1,0.48287463188171387,0.0
83,84,global,1,0.6389470100402832,0.0
84,85,global,1,0.7508745193481445,0.0
85,86,global,1,0.6017317771911621,0.0
86,87,global,1,0.5256345272064209,0.0
87,88,global,1,0.4990229606628418,0.0
88,89,global,1,0.5185656547546387,0.0
89,90,global,1,0.5851092338562012,0.0
90,91,global,1,1.1808936595916748,0.0
91,92,global,1,0.7179303169250488,0.0
92,93,global,1,0.8749511241912842,0.0
93,94,global,1,0.5478777885437012,0.0
94,95,global,1,0.5072929859161377,0.0
95,96,global,1,0.43762993812561035,0.0
96,97,global,1,0.52846360206604,0.0
97,98,global,1,0.4949471950531006,0.0
98,99,global,1,0.6488485336303711,0.0
99,100,global,1,0.5846257209777832,0.0
100,101,global,1,0.5302762985229492,0.0
101,102,global,1,0.524024248123169,0.0
102,103,global,1,0.6753196716308594,0.0
103,104,global,1,0.6798176765441895,0.0
104,105,global,1,0.5148322582244873,0.0
105,106,global,1,0.7079885005950928,0.0
106,107,global,1,0.7240755558013916,0.0
107,108,global,1,3.5105438232421875,0.0
108,109,global,1,1.4922308921813965,0.0
109,110,global,1,1.0074913501739502,0.0
110,111,global,1,1.3292262554168701,0.0
111,112,global,1,1.0745866298675537,0.0
112,113,global,1,0.9646871089935303,0.0
113,114,global,1,0.8132774829864502,0.0
114,115,global,1,0.5316903591156006,0.0
115,116,global,1,0.6000409126281738,0.0
116,117,global,1,0.8120074272155762,0.0
117,118,global,1,0.6056113243103027,0.0
118,119,global,1,0.5256857872009277,0.0
119,120,global,1,0.4438822269439697,0.0
120,121,global,1,0.5149822235107422,0.0
121,122,global,1,1.0960078239440918,0.0
122,123,global,1,0.8164863586425781,0.0
123,124,global,1,0.5327084064483643,0.0
124,125,global,1,0.5167961120605469,0.0
125,126,global,1,0.4648585319519043,0.0
126,127,global,1,0.4959278106689453,0.0
127,128,global,1,0.49323606491088867,0.0
128,129,global,1,0.4954955577850342,0.0
129,130,global,1,0.5341141223907471,0.0
130,131,global,1,0.476790189743042,0.0
131,132,global,1,0.6294207572937012,0.0
132,133,global,1,0.5334880352020264,0.0
133,134,global,1,0.5682470798492432,0.0
134,135,global,1,0.6715726852416992,0.0
135,136,global,1,0.6225528717041016,0.0
136,137,global,1,0.5931096076965332,0.0
137,138,global,1,0.47922325134277344,0.0
138,139,global,1,0.4895932674407959,0.0
139,140,global,1,0.5687017440795898,0.0
140,141,global,1,0.744920015335083,0.0
141,142,global,1,0.5461914539337158,0.0
142,143,global,1,0.695206880569458,0.0
143,144,global,1,0.5269737243652344,0.0
144,145,global,1,0.6680097579956055,0.0
145,146,global,1,0.569782018661499,0.0
146,147,global,1,0.5330679416656494,0.0
147,148,global,1,0.6037898063659668,0.0
148,149,global,1,0.5763504505157471,0.0
149,150,global,1,0.6041319370269775,0.0
150,151,global,1,0.7191216945648193,0.0
151,152,global,1,0.6390252113342285,0.0
152,153,global,1,0.6610989570617676,0.0
153,154,global,1,0.5226500034332275,0.0
154,155,global,1,0.5015144348144531,0.0
155,156,global,1,0.4698035717010498,0.0
156,157,global,1,0.5430381298065186,0.0
157,158,global,1,0.41811466217041016,0.0
158,159,global,1,0.5550458431243896,0.0
159,160,global,1,0.4559054374694824,0.0
160,161,global,1,0.5139598846435547,0.0
161,162,global,1,3.1975507736206055,0.0
162,163,global,1,0.729743242263794,0.0
163,164,global,1,0.756751298904419,0.0
164,165,global,1,0.8872923851013184,0.0
165,166,global,1,1.034578561782837,0.0
166,167,global,1,0.764887809753418,0.0
167,168,global,1,0.7100667953491211,0.0
168,169,global,1,0.5946428775787354,0.0
169,170,global,1,0.5044844150543213,0.0
170,171,global,1,0.496964693069458,0.0
171,172,global,1,0.7352173328399658,0.0
172,173,global,1,0.5447885990142822,0.0
173,174,global,1,0.6930532455444336,0.0
174,175,global,1,0.46830058097839355,0.0
175,176,global,1,0.5469479560852051,0.0
176,177,global,1,0.662076473236084,0.0
177,178,global,1,0.5736789703369141,0.0
178,179,global,1,0.6796407699584961,0.0
179,180,global,1,0.5721273422241211,0.0
180,181,global,1,0.4968850612640381,0.0
181,182,global,1,0.507951021194458,0.0
182,183,global,1,0.5190012454986572,0.0
183,184,global,1,0.5076503753662109,0.0
184,185,global,1,0.504711389541626,0.0
185,186,global,1,0.5880382061004639,0.0
186,187,global,1,0.5725960731506348,0.0
187,188,global,1,0.5571668148040771,0.0
188,189,global,1,0.677509069442749,0.0
189,190,global,1,0.5470108985900879,0.0
190,191,global,1,0.6306777000427246,0.0
191,192,global,1,0.5975430011749268,0.0
192,193,global,1,0.6704950332641602,0.0
193,194,global,1,0.5173981189727783,0.0
194,195,global,1,0.5874185562133789,0.0
195,196,global,1,0.7722537517547607,0.0
196,197,global,1,3.1427512168884277,0.0
197,198,global,1,1.1826536655426025,0.0
198,199,global,1,4.152894496917725,0.0
199,200,global,1,1.7246623039245605,0.0
200,201,global,1,2.6023523807525635,0.0
201,202,global,1,1.3551404476165771,0.0
202,203,global,1,0.9238057136535645,0.0
203,204,global,1,0.6266450881958008,0.0
204,205,global,1,0.49794816970825195,0.0
205,206,global,1,0.5080409049987793,0.0
206,207,global,1,0.8609001636505127,0.0
207,208,global,1,0.9972395896911621,0.0
208,209,global,1,0.585338830947876,0.0
209,210,global,1,0.5984029769897461,0.0
210,211,global,1,0.6573185920715332,0.0
211,212,global,1,0.6520974636077881,0.0
212,213,global,1,0.6643030643463135,0.0
213,214,global,1,0.7617859840393066,0.0
214,215,global,1,0.6151313781738281,0.0
215,216,global,1,0.736792802810669,0.0
216,217,global,1,0.50081467628479,0.0
217,218,global,1,0.5053622722625732,0.0
218,219,global,1,0.5188138484954834,0.0
219,220,global,1,0.6009323596954346,0.0
220,221,global,1,0.5678610801696777,0.0
221,222,global,1,0.5251607894897461,0.0
222,223,global,1,0.9311630725860596,0.0
223,224,global,1,0.7868993282318115,0.0
224,225,global,1,0.5543053150177002,0.0
225,226,global,1,1.2493524551391602,0.0
226,227,global,1,0.9429495334625244,0.0
227,228,global,1,0.7793095111846924,0.0
228,229,global,1,0.7093381881713867,0.0
229,230,global,1,0.6340765953063965,0.0
230,231,global,1,0.6993324756622314,0.0
231,232,global,1,0.9577035903930664,0.0
232,233,global,1,0.8876397609710693,0.0
233,234,global,1,0.8813059329986572,0.0
234,235,global,1,0.5587036609649658,0.0
235,236,global,1,0.4867591857910156,0.0
236,237,global,1,0.6516754627227783,0.0
237,238,global,1,0.6482350826263428,0.0
238,239,global,1,0.721710205078125,0.0
239,240,global,1,0.6138589382171631,0.0
240,241,global,1,0.5031430721282959,0.0
241,242,global,1,0.5019121170043945,0.0
242,243,global,1,0.47005248069763184,0.0
243,244,global,1,1.2200698852539062,0.0
244,245,global,1,1.1032984256744385,0.0
245,246,global,1,0.5202257633209229,0.0
246,247,global,1,0.49111390113830566,0.0
247,248,global,1,0.9805171489715576,0.0
248,249,global,1,1.1741650104522705,0.0
249,250,global,1,1.3170559406280518,0.0
250,251,global,1,0.5930361747741699,0.0
251,252,global,1,0.6528661251068115,0.0
252,253,global,1,0.6941890716552734,0.0
253,254,global,1,0.786353588104248,0.0
254,255,global,1,0.6134068965911865,0.0
255,256,global,1,0.5102722644805908,0.0
256,257,global,1,0.8481709957122803,0.0
257,258,global,1,0.6326160430908203,0.0
258,259,global,1,0.6313152313232422,0.0
259,260,global,1,0.5242159366607666,0.0
260,261,global,1,0.5548229217529297,0.0
261,262,global,1,0.8392682075500488,0.0
262,263,global,1,0.8952522277832031,0.0
263,264,global,1,0.6328792572021484,0.0
264,265,global,1,0.9916341304779053,0.0
265,266,global,1,1.0442702770233154,0.0
266,267,global,1,1.038456678390503,0.0
267,268,global,1,2.0808804035186768,0.0
268,269,global,1,1.8281924724578857,0.0
269,270,global,1,1.675013780593872,0.0
270,271,global,1,0.8996753692626953,0.0
271,272,global,1,1.5947811603546143,0.0
272,273,global,1,1.7133169174194336,0.0
273,274,global,1,0.6353402137756348,0.0
274,275,global,1,0.491962194442749,0.0
275,276,global,1,0.5524816513061523,0.0
276,277,global,1,0.7784504890441895,0.0
277,278,global,1,0.4423713684082031,0.0
278,279,global,1,0.44078874588012695,0.0
279,280,global,1,0.5079364776611328,0.0
280,281,global,1,0.477736234664917,0.0
281,282,global,1,0.5515773296356201,0.0
282,283,global,1,0.4758763313293457,0.0
283,284,global,1,0.4890615940093994,0.0
284,285,global,1,0.5205762386322021,0.0
285,286,global,1,0.5894601345062256,0.0
286,287,global,1,0.49617815017700195,0.0
287,288,global,1,0.588376522064209,0.0
288,289,global,1,0.5425105094909668,0.0
289,290,global,1,0.44928455352783203,0.0
290,291,global,1,0.45976996421813965,0.0
291,292,global,1,0.5096385478973389,0.0
292,293,global,1,0.43457889556884766,0.0
293,294,global,1,0.47341179847717285,0.0
294,295,global,1,0.5192091464996338,0.0
295,296,global,1,0.5257053375244141,0.0
296,297,global,1,0.4992697238922119,0.0
297,298,global,1,0.4283745288848877,0.0
298,299,global,1,0.49088406562805176,0.0
299,300,global,1,0.5399410724639893,0.0
300,301,global,1,0.5136613845825195,0.0
301,302,global,1,0.6857225894927979,0.0
302,303,global,1,0.5046947002410889,0.0
303,304,global,1,0.4890589714050293,0.0
304,305,global,1,0.45310258865356445,0.0
305,306,global,1,0.47943735122680664,0.0
306,307,global,1,0.44286394119262695,0.0
307,308,global,1,0.6432888507843018,0.0
308,309,global,1,0.4688141345977783,0.0
309,310,global,1,0.5551300048828125,0.0
310,311,global,1,0.5176219940185547,0.0
311,312,global,1,0.5868861675262451,0.0
312,313,global,1,0.5615694522857666,0.0
313,314,global,1,0.6378414630889893,0.0
314,315,global,1,0.6238272190093994,0.0
315,316,global,1,0.551722526550293,0.0
316,317,global,1,0.6564888954162598,0.0
317,318,global,1,0.5698997974395752,0.0
318,319,global,1,0.4650430679321289,0.0
319,320,global,1,1.5387773513793945,0.0
320,321,global,1,0.5820972919464111,0.0
321,322,global,1,1.2876338958740234,0.0
322,323,global,1,0.6116971969604492,0.0
323,324,global,1,0.5784516334533691,0.0
324,325,global,1,0.43755412101745605,0.0
325,326,global,1,0.628105878829956,0.0
326,327,global,1,0.6811809539794922,0.0
327,328,global,1,0.7292056083679199,0.0
328,329,global,1,0.5323173999786377,0.0
329,330,global,1,0.6225173473358154,0.0
330,331,global,1,0.6921470165252686,0.0
331,332,global,1,0.5976483821868896,0.0
332,333,global,1,0.5809779167175293,0.0
333,334,global,1,0.5128412246704102,0.0
334,335,global,1,0.4441535472869873,0.0
335,336,global,1,0.5588428974151611,0.0
