time,node,decisions
1000,pop0,17
1000,pop1,349
1000,pop2,0
1000,pop3,194
1000,pop4,370
1000,pop5,215
1000,pop6,447
1000,pop7,1068
1000,pop8,1386
1000,pop9,350
1000,pop10,2706
1000,pop11,0
1000,pop12,0
1000,pop13,178
1000,pop14,229
1000,pop15,1002
1000,pop16,0
1000,pop17,993
1000,pop18,179
1000,pop19,559
1000,pop20,0
1000,pop21,205
1000,pop22,132
1000,pop23,72
1000,pop24,257
1000,pop25,218
1000,pop26,0
1000,pop27,323
1000,pop28,0
1000,pop29,204
1000,pop30,851
1000,pop31,542
1000,pop32,0
1000,pop33,913
1000,pop34,208
1000,pop35,627
1000,pop36,412
1000,pop37,522
1000,pop38,909
1000,pop39,430
1000,pop40,405
1000,pop41,556
1000,pop42,45
1000,pop43,448
1000,pop44,1079
1000,pop45,194
1000,pop46,574
1000,pop47,188
1000,pop48,580
1000,pop49,0
1000,pop50,3029
1000,pop51,2943
1000,pop52,1038
1000,pop53,1296
1000,pop54,699
1000,pop55,1053
1000,pop56,2684
1000,pop57,234
