time,node,decisions
1000,pop0,58
1000,pop1,414
1000,pop2,228
1000,pop3,85
1000,pop4,210
1000,pop5,895
1000,pop6,351
1000,pop7,354
1000,pop8,0
1000,pop9,849
1000,pop10,1079
1000,pop11,236
1000,pop12,1001
1000,pop13,794
1000,pop14,1103
1000,pop15,175
1000,pop16,1066
1000,pop17,1098
1000,pop18,1170
1000,pop19,625
1000,pop20,1322
1000,pop21,352
1000,pop22,360
1000,pop23,432
1000,pop24,274
1000,pop25,154
1000,pop26,0
1000,pop27,1088
1000,pop28,25
1000,pop29,214
1000,pop30,945
1000,pop31,190
1000,pop32,268
1000,pop33,1105
1000,pop34,149
1000,pop35,148
1000,pop36,114
1000,pop37,56
1000,pop38,1030
1000,pop39,1020
1000,pop40,43
1000,pop41,41
1000,pop42,877
1000,pop43,878
1000,pop44,1649
1000,pop45,1247
1000,pop46,835
1000,pop47,916
1000,pop48,573
1000,pop49,281
1000,pop50,2912
1000,pop51,2113
1000,pop52,2694
1000,pop53,1237
1000,pop54,122
1000,pop55,616
1000,pop56,797
1000,pop57,225
