flow,node,dec_count,dec_time_avg,dec_time_std
1,pop4,2,0.0017631053924560547,0.0014150142669677734
1,pop51,2,0.0004190206527709961,7.37905502319336e-05
1,pop50,3,0.00040070215861002606,1.8876100796785405e-05
1,pop17,2,0.0023719072341918945,0.002011418342590332
1,pop33,2,0.00040853023529052734,8.344650268554688e-07
1,pop32,2,0.0005095005035400391,7.605552673339844e-05
1,pop10,1,0.0004215240478515625,0.0
2,pop6,2,0.0017417669296264648,0.0014389753341674805
2,pop1,1,0.00038313865661621094,0.0
2,pop53,1,0.0003921985626220703,0.0
2,pop52,3,0.0015838940938313801,0.0016403341978081611
2,pop12,3,0.00044163068135579425,4.0644288346471096e-05
2,pop55,1,0.00042819976806640625,0.0
3,pop8,2,0.0016367435455322266,0.0013408660888671875
3,pop51,1,0.00034928321838378906,0.0
3,pop50,1,0.0003643035888671875,0.0
3,pop14,1,0.00036215782165527344,0.0
3,pop24,4,0.00040471553802490234,1.2907123995155276e-05
4,pop10,2,0.0015703439712524414,0.001277327537536621
4,pop51,1,0.0003428459167480469,0.0
4,pop50,3,0.0004030863444010417,1.839208714924001e-05
4,pop17,2,0.002251863479614258,0.001893758773803711
4,pop33,2,0.0004165172576904297,2.6226043701171875e-06
4,pop32,3,0.0005249182383219401,0.00011272103872731303
4,pop53,1,0.0004703998565673828,0.0
4,pop47,1,0.00042748451232910156,0.0
5,pop14,3,0.001169761021931966,0.0011757555173193368
5,pop24,4,0.0004062652587890625,8.041548009029525e-05
5,pop50,1,0.000431060791015625,0.0
5,pop51,1,0.0004222393035888672,0.0
5,pop10,1,0.0003924369812011719,0.0
6,pop16,2,0.001490473747253418,0.0012015104293823242
6,pop23,1,0.0003619194030761719,0.0
6,pop24,3,0.00043964385986328125,0.00010483605889917877
6,pop14,1,0.0003685951232910156,0.0
6,pop50,1,0.00046706199645996094,0.0
6,pop51,1,0.0004584789276123047,0.0
6,pop10,1,0.0003838539123535156,0.0
7,pop18,2,0.0016914606094360352,0.001400589942932129
7,pop19,1,0.0003666877746582031,0.0
7,pop51,1,0.0003609657287597656,0.0
7,pop50,2,0.00039446353912353516,2.6345252990722656e-05
7,pop17,1,0.0040433406829833984,0.0
7,pop55,1,0.00415802001953125,0.0
7,pop52,2,0.0004296302795410156,2.384185791015625e-06
7,pop12,4,0.000478208065032959,6.242501755253497e-05
7,pop53,1,0.00045013427734375,0.0
7,pop1,1,0.0004260540008544922,0.0
7,pop6,1,0.0004544258117675781,0.0
8,pop21,2,0.0017511844635009766,0.0014622211456298828
8,pop23,1,0.00035071372985839844,0.0
8,pop24,4,0.00046306848526000977,0.00015715287667103384
8,pop14,1,0.000377655029296875,0.0
8,pop50,1,0.0004076957702636719,0.0
8,pop53,1,0.000408172607421875,0.0
8,pop47,1,0.0004165172576904297,0.0
9,pop24,5,0.0008968830108642579,0.001022687132519403
9,pop14,1,0.0003764629364013672,0.0
9,pop50,1,0.0004134178161621094,0.0
9,pop55,1,0.00041413307189941406,0.0
10,pop27,2,0.0017150640487670898,0.0014089345932006836
10,pop25,1,0.0003840923309326172,0.0
10,pop17,4,0.00046628713607788086,8.959168981278188e-05
10,pop50,1,0.0004239082336425781,0.0
10,pop53,1,0.00039577484130859375,0.0
10,pop1,1,0.00038933753967285156,0.0
10,pop6,1,0.00036907196044921875,0.0
11,pop28,2,0.0015884637832641602,0.001303553581237793
11,pop51,1,0.00040531158447265625,0.0
11,pop50,1,0.0004334449768066406,0.0
11,pop14,1,0.00040149688720703125,0.0
11,pop24,4,0.00043070316314697266,2.1799660376507478e-05
12,pop30,2,0.0016450881958007812,0.001360177993774414
12,pop48,1,0.0004127025604248047,0.0
12,pop52,3,0.00045673052469889325,8.796004986933237e-05
12,pop53,1,0.0005078315734863281,0.0
12,pop1,1,0.00038933753967285156,0.0
12,pop6,1,0.0004677772521972656,0.0
13,pop32,5,0.0008749485015869141,0.0010078861499331147
13,pop33,1,0.00040841102600097656,0.0
13,pop50,1,0.00047516822814941406,0.0
13,pop44,1,0.00038886070251464844,0.0
14,pop33,3,0.0011224746704101562,0.0010864759501248186
14,pop32,3,0.00042692820231119793,8.67009926889494e-05
14,pop50,1,0.0004146099090576172,0.0
14,pop51,1,0.0004291534423828125,0.0
14,pop10,1,0.00039076805114746094,0.0
15,pop36,2,0.0015597343444824219,0.0012774467468261719
15,pop51,1,0.0004105567932128906,0.0
15,pop50,2,0.00042057037353515625,4.5299530029296875e-06
15,pop17,3,0.0004839897155761719,0.00010256267368720438
15,pop53,1,0.0004124641418457031,0.0
15,pop1,1,0.00041222572326660156,0.0
15,pop15,1,0.0004277229309082031,0.0
16,pop37,4,0.0010050535202026367,0.0010252705053472636
16,pop52,1,0.0003943443298339844,0.0
16,pop53,1,0.00040078163146972656,0.0
16,pop7,1,0.0003857612609863281,0.0
17,pop38,2,0.0018211603164672852,0.001499772071838379
17,pop18,1,0.0003788471221923828,0.0
17,pop19,1,0.0003783702850341797,0.0
17,pop51,1,0.0003674030303955078,0.0
17,pop53,1,0.00041103363037109375,0.0
17,pop52,4,0.00044411420822143555,5.167399575626083e-05
17,pop34,1,0.0004107952117919922,0.0
17,pop35,1,0.0004138946533203125,0.0
18,pop39,2,0.0017774105072021484,0.0014774799346923828
18,pop44,2,0.0004075765609741211,4.649162292480469e-06
18,pop50,2,0.00039708614349365234,2.2649765014648438e-06
18,pop17,4,0.0004482269287109375,2.9659405398295403e-05
19,pop40,2,0.0016592741012573242,0.0013655424118041992
19,pop41,1,0.00035381317138671875,0.0
19,pop53,1,0.00035881996154785156,0.0
19,pop50,2,0.0003859996795654297,8.821487426757812e-06
19,pop17,4,0.0004252195358276367,4.2306535435142605e-05
19,pop44,1,0.00040793418884277344,0.0
20,pop41,2,0.0015594959259033203,0.0012593269348144531
20,pop53,1,0.0003478527069091797,0.0
20,pop50,2,0.0003908872604370117,7.748603820800781e-06
20,pop17,4,0.00040900707244873047,3.712158901338173e-05
20,pop16,1,0.00038504600524902344,0.0
21,pop42,2,0.0016859769821166992,0.001392960548400879
21,pop43,1,0.00037217140197753906,0.0
21,pop51,2,0.00041234493255615234,1.609325408935547e-05
21,pop50,2,0.0004024505615234375,3.266334533691406e-05
21,pop17,4,0.00046122074127197266,9.890240933284396e-05
21,pop19,1,0.0004322528839111328,0.0
21,pop18,1,0.0004050731658935547,0.0
22,pop44,2,0.001500844955444336,0.001207590103149414
22,pop50,2,0.0003834962844848633,3.2067298889160156e-05
22,pop17,4,0.00043952465057373047,8.850589316683343e-05
22,pop53,1,0.0003941059112548828,0.0
22,pop1,1,0.00048041343688964844,0.0
22,pop6,1,0.0004134178161621094,0.0
23,pop45,2,0.0016255378723144531,0.0013287067413330078
23,pop44,1,0.0003566741943359375,0.0
23,pop50,2,0.0003917217254638672,2.2172927856445312e-05
