time,node,decisions
1000,pop0,14
1000,pop1,658
1000,pop2,16
1000,pop3,27
1000,pop4,8
1000,pop5,3
1000,pop6,309
1000,pop7,560
1000,pop8,287
1000,pop9,295
1000,pop10,91
1000,pop11,227
1000,pop12,0
1000,pop13,612
1000,pop14,1175
1000,pop15,309
1000,pop16,302
1000,pop17,1415
1000,pop18,479
1000,pop19,2171
1000,pop20,4
1000,pop21,218
1000,pop22,123
1000,pop23,797
1000,pop24,247
1000,pop25,892
1000,pop26,353
1000,pop27,253
1000,pop28,539
1000,pop29,0
1000,pop30,0
1000,pop31,232
1000,pop32,2138
1000,pop33,1115
1000,pop34,36
1000,pop35,2477
1000,pop36,1242
1000,pop37,237
1000,pop38,196
1000,pop39,362
1000,pop40,95
1000,pop41,617
1000,pop42,502
1000,pop43,2604
1000,pop44,1003
1000,pop45,895
1000,pop46,606
1000,pop47,94
1000,pop48,208
1000,pop49,0
1000,pop50,3988
1000,pop51,3046
1000,pop52,2883
1000,pop53,1661
1000,pop54,773
1000,pop55,0
1000,pop56,342
1000,pop57,0
