time,node,decisions
1000,pop0,766
1000,pop1,232
1000,pop2,541
1000,pop3,668
1000,pop4,403
1000,pop5,555
1000,pop6,0
1000,pop7,702
1000,pop8,36
1000,pop9,541
1000,pop10,13
1000,pop11,7
1000,pop12,483
1000,pop13,668
1000,pop14,574
1000,pop15,232
1000,pop16,564
1000,pop17,18
1000,pop18,37
1000,pop19,629
1000,pop20,1591
1000,pop21,495
1000,pop22,66
1000,pop23,398
1000,pop24,590
1000,pop25,88
1000,pop26,235
1000,pop27,2479
1000,pop28,18
1000,pop29,607
1000,pop30,1303
1000,pop31,18
1000,pop32,0
1000,pop33,653
1000,pop34,0
1000,pop35,434
1000,pop36,12
1000,pop37,737
1000,pop38,358
1000,pop39,319
1000,pop40,382
1000,pop41,199
1000,pop42,31
1000,pop43,376
1000,pop44,2047
1000,pop45,706
1000,pop46,1920
1000,pop47,213
1000,pop48,3171
1000,pop49,55
1000,pop50,3091
1000,pop51,4751
1000,pop52,3370
1000,pop53,1472
1000,pop54,247
1000,pop55,1219
1000,pop56,2572
1000,pop57,552
