time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,40,0,0,40,0,0,0,2.7,0,0.0,0,0,0.0,0.0
100,880,220,2,658,65.66063246240819,53.685794047182,4.988507222460588,2.6454545454545455,5.514408099688474,32.18409090909091,41.11818181818182,39.972727272727276,0.22325934567068964,0.1358749748008435
200,1770,887,47,836,67.03883424013773,71.60564454005365,4.98974725845246,2.652542372881356,5.628220709771512,52.326553672316386,58.55242390078918,52.344983089064264,0.2585644995080721,0.20837696960180277
300,2652,1610,129,913,84.45494518138449,81.40721820639742,5.001569818626096,2.653469079939668,5.669733770846724,63.19871794871795,68.26211180124224,56.06086956521739,0.26792462261490113,0.2409032715525506
400,3556,2370,217,969,93.56689768205618,87.39683215595517,4.997061008324747,2.656917885264342,5.703870803544573,69.32705286839145,74.20337552742616,57.844303797468356,0.273260519705497,0.26076399464386574
500,4463,3188,344,931,96.13034186525864,90.0574533095791,4.997520237583846,2.662110687878109,5.739679337808229,73.95608335200538,76.80834378920953,58.16436637390213,0.2741861128235749,0.27450973914550664
600,5326,3955,440,931,103.88875069183864,92.91028075864727,5.005469082026557,2.662974089372888,5.743325344183713,77.38715734134435,79.62730720606827,59.07383059418458,0.274269024996884,0.2809897871323364
700,6196,4722,571,903,103.71067768931559,94.2571537894027,5.009894669990293,2.6633311814073597,5.763867249276618,79.40945771465462,80.94875052943668,59.45870393900889,0.27466942934026967,0.2847749099041506
800,7083,5450,683,950,105.7638198256435,95.79700658989874,5.004276439665249,2.664831286178173,5.766589373928824,80.75504729634336,82.4943119266055,59.68495412844037,0.27394880513536546,0.28767022192947245
900,7952,6228,802,922,108.73119022113943,96.68520570971387,5.00294191222281,2.664864185110664,5.765629692440864,82.08626760563381,83.39499036608863,59.88021836865767,0.27326013975289887,0.29004369441476446
1000,8882,6986,919,977,109.18615965916902,96.96503902777091,5.004726943386022,2.6650529160099077,5.768674736578023,82.84237784282818,83.66218150586889,59.77483538505582,0.2756033738079493,0.29383382553728316
