time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,13,0,0,13,0,0,0,2.8461538461538463,0,0.0,0,0,0.0,0.0
100,288,177,0,111,0,32.713446191764156,4.979872826637484,2.6458333333333335,4.398907103825136,16.770833333333332,19.56497175141243,17.847457627118644,0.19045190713101223,0.05126974323783375
200,570,470,0,100,0,35.07243830835419,4.958977818483676,2.6719298245614036,4.3906071019473085,20.173684210526314,21.829787234042552,17.729787234042554,0.20839882761616005,0.056888416408382825
300,870,754,0,116,0,35.13311235330652,4.9637157839239805,2.659770114942529,4.431260837255388,20.56206896551724,21.90450928381963,17.75862068965517,0.21051846624323572,0.05763671022639703
400,1174,1050,0,124,0,35.48436185642959,4.98268702725956,2.663543441226576,4.422735346358793,21.20954003407155,22.263809523809524,17.62761904761905,0.2215583070077106,0.060393285472824645
500,1483,1345,0,138,0,35.73010295892649,4.977072448657764,2.660148347943358,4.408914728682171,21.476736345246124,22.443122676579925,17.648327137546467,0.22659990424512996,0.06187628177612421
600,1774,1661,0,113,0,35.53727721442722,4.981821085485637,2.6691093573844418,4.398647874412742,21.638669673055244,22.258278145695364,17.608669476219145,0.22649059095410537,0.06152442101827893
700,2075,1977,0,98,0,35.59790570252579,4.975111282646018,2.6660240963855424,4.403696498054475,21.81686746987952,22.346990389479007,17.642387455741023,0.2264430666217745,0.0612805430973207
800,2347,2257,0,90,0,35.63941188085442,4.975950545887191,2.6668086919471667,4.402822649209318,22.064763527907967,22.368630926007974,17.665928223305272,0.22504366561803174,0.06086008018405245
900,2638,2533,0,105,0,35.73737592155706,4.9834702655819045,2.6667930250189538,4.402822030040965,22.00075815011372,22.461902881958153,17.728385313857085,0.22356298407130848,0.06021709574848648
1000,2932,2823,0,109,0,35.731103271294934,4.983434812645017,2.6643929058663027,4.409097117880071,22.018417462482947,22.462274176408076,17.730428622033298,0.2235483510267378,0.06028745838612308
