time,node,decisions
1000,pop0,2
1000,pop1,793
1000,pop2,1183
1000,pop3,2281
1000,pop4,680
1000,pop5,64
1000,pop6,182
1000,pop7,131
1000,pop8,322
1000,pop9,393
1000,pop10,802
1000,pop11,516
1000,pop12,4
1000,pop13,212
1000,pop14,949
1000,pop15,1182
1000,pop16,781
1000,pop17,3279
1000,pop18,30
1000,pop19,479
1000,pop20,5796
1000,pop21,386
1000,pop22,88
1000,pop23,350
1000,pop24,1783
1000,pop25,1360
1000,pop26,386
1000,pop27,1447
1000,pop28,1061
1000,pop29,4171
1000,pop30,17
1000,pop31,137
1000,pop32,589
1000,pop33,1675
1000,pop34,215
1000,pop35,522
1000,pop36,54
1000,pop37,43
1000,pop38,927
1000,pop39,235
1000,pop40,42
1000,pop41,3187
1000,pop42,168
1000,pop43,161
1000,pop44,1478
1000,pop45,1411
1000,pop46,154
1000,pop47,227
1000,pop48,1312
1000,pop49,536
1000,pop50,1207
1000,pop51,2791
1000,pop52,310
1000,pop53,28
1000,pop54,821
1000,pop55,558
1000,pop56,979
1000,pop57,1047
1000,pop58,368
1000,pop59,433
1000,pop60,5
1000,pop61,2271
1000,pop62,618
1000,pop63,0
1000,pop64,475
1000,pop65,0
1000,pop66,177
1000,pop67,228
1000,pop68,5
1000,pop69,8
1000,pop70,2359
1000,pop71,161
1000,pop72,463
1000,pop73,341
1000,pop74,24
1000,pop75,47
1000,pop76,695
1000,pop77,2277
1000,pop78,1486
1000,pop79,1364
1000,pop80,401
1000,pop81,3969
1000,pop82,2233
1000,pop83,216
1000,pop84,238
1000,pop85,1722
1000,pop86,608
1000,pop87,1421
1000,pop88,378
1000,pop89,356
1000,pop90,45
1000,pop91,1319
1000,pop92,1284
1000,pop93,1551
1000,pop94,3682
1000,pop95,1050
1000,pop96,745
1000,pop97,278
1000,pop98,1028
1000,pop99,2176
1000,pop100,389
1000,pop101,588
1000,pop102,350
1000,pop103,2158
1000,pop104,162
1000,pop105,654
1000,pop106,1707
1000,pop107,964
1000,pop108,577
1000,pop109,1008
1000,pop110,1548
1000,pop111,312
1000,pop112,432
1000,pop113,713
1000,pop114,1400
1000,pop115,985
1000,pop116,2466
1000,pop117,287
1000,pop118,238
1000,pop119,112
1000,pop120,577
1000,pop121,881
1000,pop122,648
1000,pop123,822
1000,pop124,3025
1000,pop125,5910
1000,pop126,305
1000,pop127,497
1000,pop128,1715
1000,pop129,2296
1000,pop130,2009
1000,pop131,4908
1000,pop132,3051
1000,pop133,3902
1000,pop134,768
1000,pop135,251
1000,pop136,12
1000,pop137,239
1000,pop138,768
1000,pop139,2710
1000,pop140,1223
1000,pop141,3681
1000,pop142,2002
1000,pop143,147
1000,pop144,3638
1000,pop145,1217
1000,pop146,459
1000,pop147,982
1000,pop148,943
