time,node,sf
100,pop0,a
100,pop0,b
100,pop0,d
100,pop0,e
100,pop0,c
100,pop1,d
100,pop1,c
100,pop1,e
100,pop1,b
100,pop2,b
100,pop2,c
100,pop2,a
100,pop3,b
100,pop3,a
100,pop3,c
100,pop3,d
100,pop4,e
100,pop4,d
100,pop4,a
100,pop4,b
100,pop10,a
100,pop10,b
100,pop10,c
100,pop10,d
100,pop10,e
100,pop14,b
100,pop14,c
100,pop14,a
100,pop14,d
100,pop15,a
100,pop15,c
100,pop15,b
100,pop16,d
100,pop16,e
100,pop16,a
100,pop16,b
100,pop23,b
100,pop23,c
100,pop23,a
100,pop23,d
100,pop23,e
100,pop25,c
100,pop25,b
100,pop25,d
100,pop25,e
100,pop27,a
100,pop27,c
100,pop27,d
100,pop27,e
100,pop27,b
100,pop32,a
100,pop32,b
100,pop32,c
100,pop33,a
100,pop33,b
100,pop33,c
100,pop33,d
100,pop33,e
100,pop36,a
100,pop36,c
100,pop36,b
100,pop36,d
100,pop36,e
100,pop37,c
100,pop37,a
100,pop37,b
100,pop37,d
100,pop37,e
100,pop41,c
100,pop41,d
100,pop41,e
100,pop41,b
100,pop41,a
100,pop44,a
100,pop44,b
100,pop44,c
100,pop44,e
100,pop45,a
100,pop45,b
100,pop45,d
100,pop45,e
100,pop45,c
100,pop51,b
100,pop51,c
100,pop51,d
100,pop51,e
100,pop52,b
100,pop52,a
100,pop52,c
100,pop52,d
100,pop52,e
100,pop55,a
100,pop55,c
100,pop55,b
100,pop56,d
100,pop56,e
100,pop56,b
100,pop56,a
200,pop0,c
200,pop0,b
200,pop0,a
200,pop0,d
200,pop1,b
200,pop1,a
200,pop1,c
200,pop1,d
200,pop1,e
200,pop2,d
200,pop2,e
200,pop2,a
200,pop2,b
200,pop2,c
200,pop3,e
200,pop3,a
200,pop3,c
200,pop3,d
200,pop3,b
200,pop4,b
200,pop4,c
200,pop4,a
200,pop10,a
200,pop10,c
200,pop10,d
200,pop10,e
200,pop14,c
200,pop14,b
200,pop14,a
200,pop15,b
200,pop15,a
200,pop15,c
200,pop15,d
