time,node,decisions
1000,pop0,432
1000,pop1,821
1000,pop2,794
1000,pop3,725
1000,pop4,474
1000,pop5,871
1000,pop6,36
1000,pop7,118
1000,pop8,585
1000,pop9,445
1000,pop10,838
1000,pop11,285
1000,pop12,589
1000,pop13,0
1000,pop14,579
1000,pop15,519
1000,pop16,1031
1000,pop17,418
1000,pop18,367
1000,pop19,118
1000,pop20,98
1000,pop21,226
1000,pop22,675
1000,pop23,633
1000,pop24,500
1000,pop25,119
1000,pop26,89
1000,pop27,266
1000,pop28,499
1000,pop29,514
1000,pop30,23
1000,pop31,91
1000,pop32,2
1000,pop33,223
1000,pop34,513
1000,pop35,588
1000,pop36,494
1000,pop37,216
1000,pop38,505
1000,pop39,966
1000,pop40,548
1000,pop41,917
1000,pop42,480
1000,pop43,783
1000,pop44,1008
1000,pop45,252
1000,pop46,464
1000,pop47,265
1000,pop48,373
1000,pop49,45
1000,pop50,2405
1000,pop51,3019
1000,pop52,1956
1000,pop53,1619
1000,pop54,96
1000,pop55,600
1000,pop56,1081
1000,pop57,536
