time,node,decisions
1000,pop0,0
1000,pop1,0
1000,pop2,2378
1000,pop3,1931
1000,pop4,766
1000,pop5,16
1000,pop6,15
1000,pop7,605
1000,pop8,374
1000,pop9,368
1000,pop10,197
1000,pop11,728
1000,pop12,1
1000,pop13,596
1000,pop14,705
1000,pop15,609
1000,pop16,557
1000,pop17,1778
1000,pop18,37
1000,pop19,1192
1000,pop20,3561
1000,pop21,254
1000,pop22,491
1000,pop23,224
1000,pop24,1475
1000,pop25,1447
1000,pop26,332
1000,pop27,1366
1000,pop28,809
1000,pop29,410
1000,pop30,0
1000,pop31,320
1000,pop32,1073
1000,pop33,1773
1000,pop34,1128
1000,pop35,874
1000,pop36,1281
1000,pop37,12
1000,pop38,329
1000,pop39,593
1000,pop40,468
1000,pop41,3566
1000,pop42,4
1000,pop43,3
1000,pop44,2513
1000,pop45,2729
1000,pop46,0
1000,pop47,744
1000,pop48,258
1000,pop49,635
1000,pop50,904
1000,pop51,2128
1000,pop52,606
1000,pop53,212
1000,pop54,238
1000,pop55,239
1000,pop56,378
1000,pop57,466
1000,pop58,1560
1000,pop59,498
1000,pop60,613
1000,pop61,2042
1000,pop62,1214
1000,pop63,0
1000,pop64,1258
1000,pop65,376
1000,pop66,299
1000,pop67,125
1000,pop68,177
1000,pop69,230
1000,pop70,3370
1000,pop71,1263
1000,pop72,1509
1000,pop73,1004
1000,pop74,165
1000,pop75,634
1000,pop76,329
1000,pop77,535
1000,pop78,1847
1000,pop79,1872
1000,pop80,1319
1000,pop81,1705
1000,pop82,1673
1000,pop83,158
1000,pop84,168
1000,pop85,1706
1000,pop86,630
1000,pop87,1987
1000,pop88,612
1000,pop89,890
1000,pop90,230
1000,pop91,42
1000,pop92,44
1000,pop93,1652
1000,pop94,2515
1000,pop95,882
1000,pop96,17
1000,pop97,1473
1000,pop98,53
1000,pop99,75
1000,pop100,1893
1000,pop101,633
1000,pop102,534
1000,pop103,1779
1000,pop104,208
1000,pop105,1109
1000,pop106,1648
1000,pop107,1666
1000,pop108,1222
1000,pop109,167
1000,pop110,1264
1000,pop111,106
1000,pop112,1092
1000,pop113,0
1000,pop114,1343
1000,pop115,1084
1000,pop116,1196
1000,pop117,1521
1000,pop118,292
1000,pop119,480
1000,pop120,3955
1000,pop121,1621
1000,pop122,901
1000,pop123,1596
1000,pop124,2612
1000,pop125,5966
1000,pop126,475
1000,pop127,627
1000,pop128,2891
1000,pop129,3276
1000,pop130,2574
1000,pop131,4751
1000,pop132,1569
1000,pop133,937
1000,pop134,230
1000,pop135,222
1000,pop136,0
1000,pop137,162
1000,pop138,192
1000,pop139,351
1000,pop140,2656
1000,pop141,4317
1000,pop142,1867
1000,pop143,0
1000,pop144,3138
1000,pop145,1642
1000,pop146,363
1000,pop147,322
1000,pop148,334
