time,node,decisions
1000,pop0,2
1000,pop1,5
1000,pop2,2144
1000,pop3,3326
1000,pop4,847
1000,pop5,833
1000,pop6,452
1000,pop7,450
1000,pop8,781
1000,pop9,805
1000,pop10,791
1000,pop11,684
1000,pop12,4
1000,pop13,3
1000,pop14,328
1000,pop15,619
1000,pop16,1215
1000,pop17,2097
1000,pop18,252
1000,pop19,714
1000,pop20,5087
1000,pop21,1339
1000,pop22,1514
1000,pop23,1012
1000,pop24,1033
1000,pop25,834
1000,pop26,928
1000,pop27,1562
1000,pop28,965
1000,pop29,2660
1000,pop30,0
1000,pop31,726
1000,pop32,395
1000,pop33,1104
1000,pop34,831
1000,pop35,1183
1000,pop36,12
1000,pop37,3
1000,pop38,412
1000,pop39,249
1000,pop40,1201
1000,pop41,2576
1000,pop42,1084
1000,pop43,1137
1000,pop44,1842
1000,pop45,1358
1000,pop46,221
1000,pop47,0
1000,pop48,508
1000,pop49,947
1000,pop50,274
1000,pop51,3016
1000,pop52,64
1000,pop53,43
1000,pop54,1079
1000,pop55,313
1000,pop56,376
1000,pop57,351
1000,pop58,772
1000,pop59,951
1000,pop60,601
1000,pop61,1585
1000,pop62,2117
1000,pop63,0
1000,pop64,1551
1000,pop65,0
1000,pop66,756
1000,pop67,495
1000,pop68,1
1000,pop69,4
1000,pop70,3073
1000,pop71,84
1000,pop72,959
1000,pop73,863
1000,pop74,844
1000,pop75,6
1000,pop76,229
1000,pop77,1481
1000,pop78,313
1000,pop79,1516
1000,pop80,2424
1000,pop81,2351
1000,pop82,161
1000,pop83,224
1000,pop84,0
1000,pop85,183
1000,pop86,669
1000,pop87,1768
1000,pop88,63
1000,pop89,63
1000,pop90,1356
1000,pop91,137
1000,pop92,993
1000,pop93,1253
1000,pop94,2170
1000,pop95,1429
1000,pop96,1351
1000,pop97,419
1000,pop98,927
1000,pop99,1351
1000,pop100,517
1000,pop101,607
1000,pop102,722
1000,pop103,1915
1000,pop104,3
1000,pop105,765
1000,pop106,1286
1000,pop107,1334
1000,pop108,1026
1000,pop109,140
1000,pop110,1103
1000,pop111,734
1000,pop112,1411
1000,pop113,653
1000,pop114,923
1000,pop115,381
1000,pop116,2191
1000,pop117,755
1000,pop118,2600
1000,pop119,852
1000,pop120,943
1000,pop121,1260
1000,pop122,2
1000,pop123,1184
1000,pop124,4067
1000,pop125,6453
1000,pop126,759
1000,pop127,844
1000,pop128,1806
1000,pop129,1092
1000,pop130,1176
1000,pop131,4914
1000,pop132,2987
1000,pop133,1782
1000,pop134,1462
1000,pop135,642
1000,pop136,239
1000,pop137,1038
1000,pop138,1143
1000,pop139,1589
1000,pop140,2980
1000,pop141,4870
1000,pop142,2663
1000,pop143,0
1000,pop144,5282
1000,pop145,234
1000,pop146,3
1000,pop147,652
1000,pop148,1593
