time,node,decisions
1000,pop0,204
1000,pop1,449
1000,pop2,916
1000,pop3,501
1000,pop4,47
1000,pop5,952
1000,pop6,34
1000,pop7,34
1000,pop8,926
1000,pop9,729
1000,pop10,381
1000,pop11,76
1000,pop12,792
1000,pop13,0
1000,pop14,411
1000,pop15,774
1000,pop16,935
1000,pop17,212
1000,pop18,281
1000,pop19,185
1000,pop20,82
1000,pop21,119
1000,pop22,136
1000,pop23,295
1000,pop24,871
1000,pop25,64
1000,pop26,0
1000,pop27,199
1000,pop28,5
1000,pop29,826
1000,pop30,21
1000,pop31,21
1000,pop32,23
1000,pop33,170
1000,pop34,390
1000,pop35,1117
1000,pop36,53
1000,pop37,144
1000,pop38,214
1000,pop39,1043
1000,pop40,257
1000,pop41,1038
1000,pop42,237
1000,pop43,379
1000,pop44,543
1000,pop45,110
1000,pop46,902
1000,pop47,138
1000,pop48,208
1000,pop49,49
1000,pop50,1569
1000,pop51,1623
1000,pop52,1315
1000,pop53,1107
1000,pop54,42
1000,pop55,897
1000,pop56,375
1000,pop57,10
