flow,node,dec_count,dec_time_avg,dec_time_std
1,global,1,0.466167688369751,0.0
2,global,1,0.4327876567840576,0.0
3,global,1,0.46787595748901367,0.0
4,global,1,0.49451541900634766,0.0
5,global,1,0.4247772693634033,0.0
6,global,1,0.42603111267089844,0.0
7,global,1,0.459592342376709,0.0
8,global,1,0.49834465980529785,0.0
9,global,1,0.43022704124450684,0.0
10,global,1,0.42217087745666504,0.0
11,global,1,0.45963358879089355,0.0
12,global,1,0.421952486038208,0.0
13,global,1,0.429229736328125,0.0
14,global,1,0.4612562656402588,0.0
15,global,1,0.49008655548095703,0.0
16,global,1,0.5484540462493896,0.0
17,global,1,0.4566164016723633,0.0
18,global,1,0.46239781379699707,0.0
19,global,1,0.4577748775482178,0.0
20,global,1,0.4559195041656494,0.0
21,global,1,0.48388195037841797,0.0
22,global,1,0.41905713081359863,0.0
23,global,1,0.4703531265258789,0.0
24,global,1,0.42939162254333496,0.0
25,global,1,0.4777109622955322,0.0
26,global,1,0.4895002841949463,0.0
27,global,1,0.4687056541442871,0.0
28,global,1,0.5093154907226562,0.0
29,global,1,0.44577527046203613,0.0
30,global,1,0.4725823402404785,0.0
31,global,1,0.4727354049682617,0.0
32,global,1,0.49039268493652344,0.0
33,global,1,0.46849536895751953,0.0
34,global,1,0.5660932064056396,0.0
35,global,1,0.512155294418335,0.0
36,global,1,0.4854459762573242,0.0
37,global,1,0.4332764148712158,0.0
38,global,1,0.477947473526001,0.0
39,global,1,0.44637608528137207,0.0
40,global,1,0.5156207084655762,0.0
41,global,1,0.4767780303955078,0.0
42,global,1,0.4717855453491211,0.0
43,global,1,0.43375420570373535,0.0
44,global,1,0.47707653045654297,0.0
45,global,1,0.41893625259399414,0.0
46,global,1,0.4785737991333008,0.0
47,global,1,0.45539164543151855,0.0
48,global,1,0.43423891067504883,0.0
49,global,1,0.48181700706481934,0.0
50,global,1,0.49234843254089355,0.0
51,global,1,0.4786093235015869,0.0
52,global,1,0.5403919219970703,0.0
53,global,1,0.5093638896942139,0.0
54,global,1,0.5054140090942383,0.0
55,global,1,0.4248080253601074,0.0
56,global,1,0.497417688369751,0.0
57,global,1,0.527076005935669,0.0
58,global,1,0.4367508888244629,0.0
59,global,1,0.5297551155090332,0.0
60,global,1,0.5209174156188965,0.0
61,global,1,0.7002105712890625,0.0
62,global,1,0.43352580070495605,0.0
63,global,1,0.48247289657592773,0.0
64,global,1,0.5051436424255371,0.0
65,global,1,0.4369521141052246,0.0
66,global,1,0.5202071666717529,0.0
67,global,1,0.4378345012664795,0.0
68,global,1,0.42595624923706055,0.0
69,global,1,0.4406893253326416,0.0
70,global,1,0.4367341995239258,0.0
71,global,1,0.5826566219329834,0.0
72,global,1,0.4698057174682617,0.0
73,global,1,0.7021739482879639,0.0
74,global,1,0.49365806579589844,0.0
75,global,1,0.5042243003845215,0.0
76,global,1,0.5115029811859131,0.0
77,global,1,0.5010793209075928,0.0
78,global,1,0.47913241386413574,0.0
79,global,1,0.6019318103790283,0.0
80,global,1,0.492218017578125,0.0
81,global,1,0.4953591823577881,0.0
82,global,1,0.5282869338989258,0.0
83,global,1,0.5158445835113525,0.0
84,global,1,0.47540831565856934,0.0
85,global,1,0.44023728370666504,0.0
86,global,1,0.5024054050445557,0.0
87,global,1,0.4980130195617676,0.0
88,global,1,0.5044598579406738,0.0
89,global,1,0.5050880908966064,0.0
90,global,1,0.4325892925262451,0.0
91,global,1,0.532357931137085,0.0
92,global,1,0.4304842948913574,0.0
93,global,1,0.5046350955963135,0.0
94,global,1,0.510357141494751,0.0
95,global,1,0.443575382232666,0.0
96,global,1,0.5033502578735352,0.0
97,global,1,0.48438167572021484,0.0
98,global,1,0.44734954833984375,0.0
99,global,1,0.44649577140808105,0.0
100,global,1,0.5252254009246826,0.0
101,global,1,0.4546012878417969,0.0
102,global,1,0.44759035110473633,0.0
103,global,1,0.5295584201812744,0.0
104,global,1,0.5873897075653076,0.0
105,global,1,0.51216721534729,0.0
106,global,1,0.5181989669799805,0.0
107,global,1,0.6057438850402832,0.0
108,global,1,0.5983777046203613,0.0
109,global,1,0.582754373550415,0.0
110,global,1,0.5552778244018555,0.0
111,global,1,0.6504569053649902,0.0
112,global,1,0.4449119567871094,0.0
113,global,1,0.45377469062805176,0.0
114,global,1,0.4490065574645996,0.0
115,global,1,0.5279381275177002,0.0
116,global,1,0.7487292289733887,0.0
117,global,1,0.5707645416259766,0.0
118,global,1,0.46097683906555176,0.0
119,global,1,0.4506571292877197,0.0
120,global,1,0.4554133415222168,0.0
