time,node,decisions
1000,pop0,165
1000,pop1,861
1000,pop2,34
1000,pop3,824
1000,pop4,588
1000,pop5,432
1000,pop6,231
1000,pop7,368
1000,pop8,141
1000,pop9,0
1000,pop10,489
1000,pop11,560
1000,pop12,0
1000,pop13,164
1000,pop14,841
1000,pop15,167
1000,pop16,469
1000,pop17,571
1000,pop18,0
1000,pop19,0
1000,pop20,0
1000,pop21,369
1000,pop22,511
1000,pop23,548
1000,pop24,373
1000,pop25,241
1000,pop26,296
1000,pop27,1822
1000,pop28,52
1000,pop29,161
1000,pop30,12
1000,pop31,686
1000,pop32,458
1000,pop33,226
1000,pop34,568
1000,pop35,568
1000,pop36,385
1000,pop37,160
1000,pop38,512
1000,pop39,221
1000,pop40,770
1000,pop41,222
1000,pop42,150
1000,pop43,631
1000,pop44,635
1000,pop45,536
1000,pop46,491
1000,pop47,1046
1000,pop48,579
1000,pop49,594
1000,pop50,2002
1000,pop51,2518
1000,pop52,3120
1000,pop53,1459
1000,pop54,415
1000,pop55,674
1000,pop56,592
1000,pop57,210
