time,node,sf
100,pop27,b
100,pop27,c
100,pop27,a
100,pop27,d
100,pop27,e
100,pop52,e
100,pop52,c
100,pop52,a
100,pop52,d
100,pop52,b
100,pop55,c
100,pop55,d
100,pop55,b
100,pop55,e
100,pop55,a
100,pop22,a
100,pop22,d
100,pop22,b
100,pop22,e
100,pop22,c
100,pop49,b
100,pop49,c
100,pop35,a
100,pop35,b
100,pop35,d
100,pop35,e
100,pop35,c
100,pop38,c
100,pop38,b
100,pop38,a
100,pop50,b
100,pop50,d
100,pop50,e
100,pop50,a
100,pop50,c
100,pop56,b
100,pop56,c
100,pop56,a
100,pop3,d
100,pop3,b
100,pop3,a
100,pop51,b
100,pop51,a
100,pop51,c
100,pop1,a
100,pop1,b
100,pop1,d
100,pop1,c
100,pop1,e
100,pop14,b
100,pop14,a
100,pop14,e
100,pop14,c
100,pop14,d
100,pop34,b
100,pop34,c
100,pop31,c
100,pop31,d
100,pop31,e
100,pop31,a
100,pop32,d
100,pop32,e
100,pop32,b
100,pop47,e
100,pop47,c
100,pop47,a
100,pop47,b
100,pop23,e
100,pop23,b
100,pop40,b
100,pop40,a
100,pop40,c
100,pop11,b
100,pop11,e
100,pop11,d
100,pop43,a
100,pop43,b
100,pop43,c
100,pop26,a
100,pop26,e
100,pop26,c
100,pop4,b
100,pop4,c
100,pop4,d
100,pop4,a
100,pop5,e
100,pop5,d
100,pop16,a
100,pop16,c
200,pop27,c
200,pop27,b
200,pop27,a
200,pop27,d
200,pop27,e
200,pop52,e
200,pop52,c
200,pop52,b
200,pop52,d
200,pop52,a
200,pop55,a
200,pop55,b
200,pop55,c
200,pop55,d
200,pop22,b
200,pop22,a
200,pop49,b
200,pop49,a
200,pop49,c
200,pop35,b
200,pop35,c
200,pop35,a
200,pop38,b
200,pop38,a
200,pop38,c
200,pop50,b
200,pop50,a
200,pop50,c
200,pop56,c
200,pop56,d
200,pop56,e
200,pop3,c
200,pop51,e
200,pop51,b
200,pop1,d
200,pop1,e
200,pop1,b
200,pop1,c
200,pop1,a
200,pop14,a
200,pop14,c
200,pop14,b
200,pop34,a
200,pop34,b
200,pop34,c
200,pop31,b
200,pop31,a
200,pop31,c
200,pop31,d
200,pop31,e
200,pop32,a
200,pop32,b
200,pop32,c
200,pop47,a
200,pop47,b
200,pop47,e
200,pop47,c
200,pop23,b
200,pop23,a
200,pop23,c
200,pop40,a
200,pop40,c
200,pop11,c
200,pop11,e
200,pop11,d
200,pop43,a
200,pop43,b
200,pop43,c
200,pop26,a
200,pop26,c
200,pop4,d
200,pop4,e
200,pop4,a
200,pop4,b
200,pop5,d
200,pop5,c
200,pop16,a
200,pop45,d
200,pop45,c
300,pop27,c
300,pop27,d
300,pop27,e
300,pop27,b
300,pop27,a
300,pop52,e
300,pop52,c
300,pop52,a
300,pop52,b
300,pop52,d
300,pop55,b
300,pop55,d
300,pop55,a
300,pop55,c
300,pop55,e
300,pop22,e
300,pop22,d
300,pop49,e
300,pop49,a
300,pop49,b
300,pop49,c
300,pop35,c
300,pop35,b
300,pop35,a
300,pop38,e
300,pop38,b
300,pop38,a
300,pop38,d
300,pop38,c
300,pop50,b
300,pop50,a
300,pop50,c
300,pop50,d
300,pop56,b
300,pop56,c
300,pop56,d
300,pop56,a
300,pop3,b
300,pop3,a
300,pop3,d
300,pop51,b
300,pop51,d
300,pop51,a
300,pop51,e
300,pop51,c
300,pop1,d
300,pop1,a
300,pop1,b
300,pop1,c
300,pop14,c
300,pop14,d
300,pop14,e
300,pop14,a
300,pop14,b
300,pop34,e
300,pop31,b
300,pop31,d
300,pop31,e
300,pop31,a
300,pop31,c
300,pop32,b
300,pop32,d
300,pop32,a
300,pop32,e
300,pop32,c
300,pop47,b
300,pop47,a
300,pop47,c
300,pop47,d
300,pop47,e
300,pop23,d
300,pop40,b
300,pop40,c
300,pop40,a
300,pop0,d
300,pop0,b
300,pop0,a
300,pop0,c
300,pop0,e
300,pop11,b
300,pop11,d
300,pop11,c
300,pop11,e
300,pop43,e
300,pop43,d
300,pop43,a
300,pop43,b
300,pop26,a
300,pop26,e
300,pop4,a
300,pop5,c
300,pop5,d
300,pop5,e
300,pop5,a
300,pop16,c
300,pop16,a
300,pop28,e
400,pop27,d
400,pop27,e
400,pop27,a
400,pop27,b
400,pop27,c
400,pop52,c
400,pop52,a
400,pop52,d
400,pop52,b
400,pop52,e
400,pop55,d
400,pop55,b
400,pop55,a
400,pop55,e
400,pop55,c
400,pop22,a
400,pop22,b
400,pop22,d
400,pop22,c
