time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,22,0,0,22,0,0,0,2.772727272727273,0,0.0,0,0,0.0,0.0
100,513,224,7,282,37.10163642545662,43.43863084987483,4.964386239020858,2.676413255360624,6.190944881889764,24.522417153996102,30.267857142857142,15.75,0.4791492765496117,0.131009797930974
200,1022,659,41,322,42.35901502873665,50.839430303732435,4.970840706669021,2.656555772994129,6.321921397379913,35.41389432485323,37.74506828528073,17.617602427921092,0.5454917681033397,0.18439900832030684
300,1513,1168,44,301,41.880502309199194,53.48252366532227,4.984772979318638,2.6556510244547256,6.3087701089776855,40.17514871116986,40.321917808219176,17.795376712328768,0.5518351111069963,0.19809003317429164
400,1991,1632,48,311,51.77514325070414,53.99063859725133,4.9874818388554605,2.6549472626820694,6.246177708841126,42.47463586137619,40.8296568627451,17.670955882352942,0.543756678335125,0.20426146939552256
500,2454,2089,54,311,50.51542884764577,54.15610794952606,4.9942464869933,2.6536267318663405,6.213470319634703,44.360228198859005,40.96170416467209,17.668262326471996,0.5393601379326797,0.20850222166822088
600,2956,2554,72,330,51.045447862926586,54.308849654779195,4.997319200702132,2.6491880920162383,6.185195389631263,45.56664411366712,41.096711041503525,17.655442443226313,0.5380060175253285,0.21392936601723325
700,3446,3028,83,335,56.31719070599235,54.49389953315298,4.9952184227140775,2.6491584445734184,6.1722653547544,46.60185722576901,41.3279392338177,17.55647291941876,0.5356310181032838,0.21707046334129465
800,3912,3493,93,326,63.87045650902281,54.76941942116546,5.0007552403874,2.6574642126789367,6.146589259796807,47.63292433537832,41.53363870598339,17.56513026052104,0.5365876342719494,0.21912159484560884
900,4407,3977,107,323,82.0608861878315,54.80080696896538,5.003846519872343,2.6603131381892444,6.129417864446813,48.285681869752665,41.53733970329394,17.530047774704553,0.5378333131108369,0.2215742189665424
1000,4941,4449,129,363,83.63656021041177,54.795170729005676,5.000918067003473,2.6577615867233355,6.120254291163382,48.710584901841735,41.533378287255566,17.528433355810293,0.5410637515382458,0.2249661122452795
