time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,16,0,0,16,0,0,0,2.6875,0,0.0,0,0,0.0,0.0
100,386,244,0,142,0,33.74857969221513,4.975802108875482,2.6658031088082903,4.631680618158403,18.634715025906736,20.639344262295083,17.471311475409838,0.2554151714204084,0.07339475742863169
200,749,578,0,171,0,37.57935123856021,5.011829562545587,2.658210947930574,4.76541518224171,23.216288384512684,24.33217993079585,18.09515570934256,0.26181512867575074,0.08314977117492037
300,1099,944,0,155,0,40.06166022631894,5.017763162194376,2.6606005459508646,4.755701976685251,25.613284804367606,26.77330508474576,18.06779661016949,0.2698953258746035,0.09121599327372491
400,1455,1307,0,148,0,40.559991189389585,5.0240759053059,2.658419243986254,4.751370204285003,26.215807560137456,27.230298393267024,18.23565416985463,0.2777985269399749,0.09243274139497065
500,1781,1643,0,138,0,40.835688005002424,5.001211193958541,2.6518809657495788,4.7864175205947355,26.751263335204943,27.58125380401704,18.46804625684723,0.2711023966245763,0.09147082653174063
600,2155,1980,0,175,0,40.85431596750507,4.997551298254339,2.65661252900232,4.806993234982476,27.36751740139211,27.62272727272727,18.653030303030302,0.2750901724137863,0.0943651954022998
700,2513,2347,0,166,0,41.4383349796881,4.998938824055736,2.6502188619180265,4.806869913091461,27.731794667727815,28.1989774179804,18.62334895611419,0.2771786487587145,0.09650075251269097
800,2836,2694,0,142,0,41.92221182538855,4.994595954438336,2.6530324400564176,4.81648728278516,28.2450634696756,28.69079435783222,18.711210096510765,0.27658624539608856,0.09735415730914117
900,3188,3032,0,156,0,42.18252921779081,4.994395184603312,2.653074027603513,4.810695243625614,28.58500627352572,28.945580474934037,18.697229551451187,0.27831421395600614,0.09840953932482786
1000,3545,3396,0,149,0,42.45080810424921,4.9899832391517895,2.654724964739069,4.810897435897436,28.792101551480958,29.21643109540636,18.724381625441698,0.27920207418434195,0.09906234892174594
