time,node,decisions
1000,pop0,2047
1000,pop1,1361
1000,pop2,785
1000,pop3,1235
1000,pop4,247
1000,pop5,15
1000,pop6,201
1000,pop7,816
1000,pop8,237
1000,pop9,260
1000,pop10,184
1000,pop11,842
1000,pop12,609
1000,pop13,0
1000,pop14,142
1000,pop15,407
1000,pop16,1233
1000,pop17,759
1000,pop18,0
1000,pop19,1019
1000,pop20,292
1000,pop21,100
1000,pop22,180
1000,pop23,543
1000,pop24,211
1000,pop25,837
1000,pop26,0
1000,pop27,396
1000,pop28,228
1000,pop29,0
1000,pop30,758
1000,pop31,144
1000,pop32,36
1000,pop33,955
1000,pop34,0
1000,pop35,0
1000,pop36,784
1000,pop37,0
1000,pop38,0
1000,pop39,0
1000,pop40,503
1000,pop41,1495
1000,pop42,1050
1000,pop43,597
1000,pop44,1768
1000,pop45,1106
1000,pop46,736
1000,pop47,407
1000,pop48,1399
1000,pop49,619
1000,pop50,5423
1000,pop51,2972
1000,pop52,2178
1000,pop53,5016
1000,pop54,672
1000,pop55,452
1000,pop56,1150
1000,pop57,669
