time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,15,0,0,15,0,0,0,2.533333333333333,0,0.0,0,0,0.0,0.0
100,366,212,0,154,0,34.5943275001043,4.9754118524264115,2.6721311475409837,4.116572148708254,17.849726775956285,21.35377358490566,16.830188679245282,0.2844259770482072,0.06771699398184822
200,693,567,0,126,0,37.65016735367468,5.019463987113805,2.6623376623376624,4.109589041095891,21.645021645021647,24.33862433862434,17.869488536155202,0.289996240183436,0.07648071978605127
300,1032,896,0,136,0,37.404156396087934,5.02718902054108,2.673449612403101,4.109987357774968,22.051356589147286,23.987723214285715,17.794642857142858,0.2925885882733741,0.07473875486920455
400,1360,1240,0,120,0,37.31581687976878,5.025291352244762,2.6676470588235293,4.1059735400240545,22.591911764705884,23.933870967741935,17.923387096774192,0.2925356082950491,0.07528399180106875
500,1703,1553,0,150,0,37.06422883951589,5.017544347473798,2.671168526130358,4.121429335615706,22.62066940692895,23.689632968448166,17.83515775917579,0.2900916513636035,0.07444266579154435
600,2033,1907,0,126,0,37.183553402716115,5.021989667869449,2.6689621249385147,4.134186149095721,23.050172159370387,23.80440482433141,17.746198217094914,0.2895479525550167,0.07458412741520679
700,2377,2242,0,135,0,37.46149636388898,5.0241581367482535,2.672275978123685,4.145771292435974,23.427008834665546,24.057537912578056,17.83541480820696,0.29398091212870736,0.07669393218653556
800,2689,2563,1,125,57.754235310240006,37.75332506698811,5.021254154894357,2.6697657121606544,4.159877866562724,23.812941613982893,24.355442840421382,17.84354272337105,0.2943078493999567,0.0775145268406076
900,3046,2904,1,141,57.754235310240006,37.833945112494426,5.019453439545664,2.668745896257387,4.164997424597951,23.89198949441891,24.444214876033058,17.947658402203857,0.2950966682982466,0.07801000194888055
1000,3391,3251,1,139,57.754235310240006,37.88183786130814,5.019740150479394,2.6717782365084046,4.156482709374681,24.031849012090827,24.48477391571824,17.987080898185173,0.29611717098593526,0.07880906555566261
