time,node,decisions
1000,pop0,136
1000,pop1,677
1000,pop2,164
1000,pop3,388
1000,pop4,155
1000,pop5,960
1000,pop6,398
1000,pop7,2392
1000,pop8,359
1000,pop9,640
1000,pop10,1624
1000,pop11,1396
1000,pop12,330
1000,pop13,274
1000,pop14,1040
1000,pop15,153
1000,pop16,1216
1000,pop17,1130
1000,pop18,541
1000,pop19,1748
1000,pop20,401
1000,pop21,793
1000,pop22,1324
1000,pop23,1074
1000,pop24,775
1000,pop25,71
1000,pop26,377
1000,pop27,395
1000,pop28,1063
1000,pop29,130
1000,pop30,1083
1000,pop31,60
1000,pop32,632
1000,pop33,2949
1000,pop34,429
1000,pop35,600
1000,pop36,659
1000,pop37,3381
1000,pop38,1071
1000,pop39,368
1000,pop40,324
1000,pop41,708
1000,pop42,927
1000,pop43,2074
1000,pop44,1553
1000,pop45,809
1000,pop46,257
1000,pop47,398
1000,pop48,1824
1000,pop49,572
1000,pop50,5334
1000,pop51,6305
1000,pop52,7109
1000,pop53,4039
1000,pop54,969
1000,pop55,1302
1000,pop56,1457
1000,pop57,529
