time,node,sf
100,pop20,d
100,pop20,e
100,pop20,a
100,pop20,c
100,pop20,b
100,pop29,a
100,pop29,b
100,pop29,c
100,pop29,e
100,pop29,d
100,pop15,a
100,pop15,b
100,pop15,c
100,pop31,a
100,pop31,e
100,pop31,b
100,pop31,c
100,pop31,d
100,pop18,b
100,pop18,c
100,pop18,d
100,pop18,e
100,pop56,b
100,pop56,e
100,pop56,a
100,pop56,c
100,pop56,d
100,pop42,c
100,pop42,d
100,pop42,e
100,pop42,a
100,pop42,b
100,pop17,b
100,pop17,a
100,pop17,c
100,pop43,b
100,pop43,d
100,pop43,a
100,pop43,c
100,pop43,e
100,pop13,c
100,pop13,d
100,pop13,b
100,pop13,a
100,pop13,e
100,pop48,a
100,pop48,c
100,pop28,c
100,pop28,a
100,pop28,d
100,pop28,b
100,pop28,e
100,pop30,b
100,pop23,a
100,pop23,c
100,pop23,d
100,pop23,e
100,pop23,b
100,pop55,b
100,pop55,e
100,pop55,a
100,pop55,c
100,pop53,d
100,pop53,e
100,pop53,c
100,pop53,b
100,pop11,d
100,pop11,a
100,pop11,e
100,pop33,b
100,pop33,a
100,pop33,d
100,pop33,c
100,pop33,e
100,pop7,b
100,pop7,d
100,pop7,e
100,pop1,b
100,pop1,d
100,pop1,e
100,pop1,a
100,pop51,d
100,pop51,b
100,pop51,e
100,pop51,a
100,pop47,c
100,pop47,b
100,pop47,d
100,pop47,a
100,pop47,e
100,pop35,a
100,pop35,c
100,pop3,a
100,pop3,c
100,pop3,d
100,pop3,b
100,pop34,c
200,pop20,e
200,pop20,a
200,pop20,c
200,pop20,b
200,pop20,d
200,pop29,a
200,pop29,b
200,pop29,c
200,pop29,d
200,pop29,e
200,pop15,b
200,pop15,c
200,pop31,b
200,pop31,e
200,pop31,a
200,pop31,c
200,pop18,a
200,pop18,c
200,pop18,b
200,pop18,d
200,pop18,e
200,pop56,b
200,pop56,c
200,pop56,a
200,pop42,a
200,pop42,b
200,pop42,d
200,pop42,e
200,pop42,c
200,pop17,d
200,pop17,e
200,pop17,a
200,pop17,b
200,pop43,c
200,pop43,a
200,pop43,b
200,pop43,e
200,pop43,d
200,pop13,d
200,pop13,c
200,pop13,a
200,pop13,e
200,pop13,b
200,pop48,d
200,pop48,e
200,pop48,b
200,pop28,c
200,pop28,d
200,pop28,b
200,pop28,a
200,pop28,e
200,pop30,c
200,pop30,a
200,pop23,a
200,pop23,c
200,pop23,b
200,pop55,a
200,pop55,b
200,pop55,c
200,pop53,c
200,pop53,d
200,pop53,e
200,pop53,b
200,pop53,a
200,pop11,a
200,pop11,e
200,pop11,b
200,pop11,c
200,pop33,e
200,pop7,a
200,pop7,b
200,pop7,c
200,pop1,c
200,pop1,b
200,pop1,d
200,pop51,c
200,pop51,b
200,pop51,e
200,pop47,a
200,pop35,d
200,pop35,e
200,pop35,a
200,pop35,b
200,pop35,c
200,pop3,c
300,pop20,e
300,pop20,d
300,pop20,c
300,pop20,a
300,pop20,b
300,pop29,a
300,pop29,c
300,pop29,b
300,pop29,d
300,pop29,e
300,pop15,a
300,pop15,b
300,pop15,c
300,pop15,d
300,pop31,b
300,pop31,c
300,pop31,d
300,pop31,e
300,pop31,a
300,pop18,c
300,pop18,d
300,pop18,e
300,pop18,b
300,pop56,b
300,pop56,c
300,pop56,a
300,pop56,d
300,pop56,e
300,pop42,a
300,pop42,b
300,pop42,c
300,pop17,a
300,pop17,d
300,pop17,b
300,pop17,c
300,pop17,e
300,pop43,e
300,pop43,a
300,pop43,b
300,pop43,c
300,pop43,d
300,pop13,c
300,pop48,a
300,pop48,d
300,pop48,b
300,pop28,a
300,pop28,d
300,pop28,e
300,pop28,c
300,pop30,a
300,pop30,c
300,pop23,a
300,pop23,b
300,pop23,c
300,pop23,d
300,pop23,e
300,pop55,d
