time,node,decisions
1000,pop0,855
1000,pop1,448
1000,pop2,615
1000,pop3,85
1000,pop4,74
1000,pop5,0
1000,pop6,0
1000,pop7,0
1000,pop8,0
1000,pop9,0
1000,pop10,220
1000,pop11,220
1000,pop12,0
1000,pop13,0
1000,pop14,128
1000,pop15,298
1000,pop16,71
1000,pop17,124
1000,pop18,113
1000,pop19,104
1000,pop20,0
1000,pop21,66
1000,pop22,67
1000,pop23,70
1000,pop24,70
1000,pop25,64
1000,pop26,0
1000,pop27,58
1000,pop28,552
1000,pop29,352
1000,pop30,142
1000,pop31,94
1000,pop32,0
1000,pop33,0
1000,pop34,796
1000,pop35,0
1000,pop36,0
1000,pop37,0
1000,pop38,72
1000,pop39,27
1000,pop40,0
1000,pop41,0
1000,pop42,0
1000,pop43,0
1000,pop44,81
1000,pop45,60
1000,pop46,120
1000,pop47,0
1000,pop48,400
1000,pop49,248
1000,pop50,1074
1000,pop51,787
1000,pop52,891
1000,pop53,466
1000,pop54,215
1000,pop55,0
1000,pop56,0
1000,pop57,56
