time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,26,0,0,26,0,0,0,2.730769230769231,0,0.0,0,0,0.0,0.0
100,616,220,162,234,28.47590957726638,35.51609004596559,4.975487124750306,2.659090909090909,5.876456876456876,16.37012987012987,22.368181818181817,17.62272727272727,0.09449121733496468,0.43689829145969533
200,1190,535,412,243,32.352522466864116,41.57671036296962,5.0036091461129715,2.6554621848739495,6.144967682363804,22.369747899159663,28.2803738317757,19.934579439252335,0.09126487855230471,0.49849789791726695
300,1769,846,672,251,33.877635314011584,42.953695029965026,5.004063358672026,2.6602600339174676,6.188994526073178,24.287167891464104,29.634751773049647,20.27068557919622,0.09281517655897827,0.5151202535471502
400,2363,1154,977,232,34.79575944450748,43.8235991852628,5.000438924840022,2.668641557342361,6.222453222453223,25.332204824375793,30.532928942807626,20.459272097053727,0.09368444096535848,0.5256208179096247
500,2949,1448,1259,242,34.78068558763322,44.23035459207094,5.003040289874731,2.672770430654459,6.2298945286750165,25.637843336724313,30.873618784530386,20.513121546961326,0.09469457654497403,0.5292730754007723
600,3545,1760,1528,257,35.40204850774784,44.743989224512475,5.0066165988548965,2.673906911142454,6.250286639239226,26.141889985895627,31.345454545454544,20.494886363636365,0.09498362633788585,0.535568956827652
700,4119,2090,1812,217,35.64189186434241,44.99570934403149,5.010107143415645,2.6749210973537267,6.265890984123345,26.540665210002427,31.612918660287082,20.57224880382775,0.09529558314778878,0.5375921457468691
800,4715,2375,2094,246,35.16607492245781,45.107994450709185,5.009246539006521,2.6746553552492047,6.285935239235643,26.72089077412513,31.710736842105263,20.588631578947368,0.09588099107917912,0.5410119190538653
900,5309,2686,2362,261,35.5031824143323,45.68002313220938,5.008102881871814,2.6784705217555094,6.306897612872027,27.02260312676587,32.27773641102011,20.64072970960536,0.09591584312059986,0.5415673510947001
1000,5908,3008,2639,261,35.822528837362675,45.8656395350791,5.0045964096252655,2.6794177386594447,6.315115958577785,27.147088693297224,32.463430851063826,20.6781914893617,0.09610913902202826,0.542799263297809
