time,node,decisions
1000,pop0,247
1000,pop1,694
1000,pop2,559
1000,pop3,663
1000,pop4,244
1000,pop5,337
1000,pop6,1084
1000,pop7,229
1000,pop8,289
1000,pop9,327
1000,pop10,1537
1000,pop11,414
1000,pop12,957
1000,pop13,343
1000,pop14,1703
1000,pop15,226
1000,pop16,1151
1000,pop17,638
1000,pop18,463
1000,pop19,1321
1000,pop20,168
1000,pop21,139
1000,pop22,320
1000,pop23,273
1000,pop24,728
1000,pop25,674
1000,pop26,301
1000,pop27,1112
1000,pop28,322
1000,pop29,100
1000,pop30,423
1000,pop31,490
1000,pop32,560
1000,pop33,688
1000,pop34,304
1000,pop35,503
1000,pop36,1675
1000,pop37,491
1000,pop38,291
1000,pop39,201
1000,pop40,196
1000,pop41,1953
1000,pop42,224
1000,pop43,164
1000,pop44,266
1000,pop45,56
1000,pop46,822
1000,pop47,92
1000,pop48,1018
1000,pop49,541
1000,pop50,4319
1000,pop51,5858
1000,pop52,3990
1000,pop53,2307
1000,pop54,102
1000,pop55,82
1000,pop56,496
1000,pop57,302
