time,node,decisions
1000,pop0,186
1000,pop1,376
1000,pop2,649
1000,pop3,125
1000,pop4,153
1000,pop5,13
1000,pop6,8
1000,pop7,5
1000,pop8,16
1000,pop9,5
1000,pop10,271
1000,pop11,252
1000,pop12,15
1000,pop13,6
1000,pop14,122
1000,pop15,646
1000,pop16,68
1000,pop17,141
1000,pop18,207
1000,pop19,450
1000,pop20,7
1000,pop21,213
1000,pop22,125
1000,pop23,67
1000,pop24,67
1000,pop25,72
1000,pop26,0
1000,pop27,58
1000,pop28,26
1000,pop29,28
1000,pop30,289
1000,pop31,105
1000,pop32,0
1000,pop33,6
1000,pop34,25
1000,pop35,0
1000,pop36,8
1000,pop37,15
1000,pop38,114
1000,pop39,46
1000,pop40,16
1000,pop41,1
1000,pop42,78
1000,pop43,12
1000,pop44,83
1000,pop45,78
1000,pop46,350
1000,pop47,3
1000,pop48,608
1000,pop49,293
1000,pop50,1187
1000,pop51,974
1000,pop52,1450
1000,pop53,615
1000,pop54,232
1000,pop55,9
1000,pop56,22
1000,pop57,117
