time,node,decisions
1000,pop0,99
1000,pop1,411
1000,pop2,10
1000,pop3,461
1000,pop4,748
1000,pop5,537
1000,pop6,412
1000,pop7,1347
1000,pop8,1445
1000,pop9,552
1000,pop10,203
1000,pop11,41
1000,pop12,46
1000,pop13,282
1000,pop14,297
1000,pop15,1027
1000,pop16,166
1000,pop17,1521
1000,pop18,123
1000,pop19,825
1000,pop20,33
1000,pop21,305
1000,pop22,390
1000,pop23,85
1000,pop24,73
1000,pop25,349
1000,pop26,62
1000,pop27,604
1000,pop28,96
1000,pop29,261
1000,pop30,725
1000,pop31,601
1000,pop32,145
1000,pop33,1346
1000,pop34,82
1000,pop35,607
1000,pop36,545
1000,pop37,579
1000,pop38,564
1000,pop39,339
1000,pop40,514
1000,pop41,492
1000,pop42,119
1000,pop43,1040
1000,pop44,1954
1000,pop45,294
1000,pop46,725
1000,pop47,377
1000,pop48,368
1000,pop49,8
1000,pop50,5821
1000,pop51,4462
1000,pop52,1251
1000,pop53,2851
1000,pop54,948
1000,pop55,1307
1000,pop56,1867
1000,pop57,231
