time,node,decisions
1000,pop0,283
1000,pop1,987
1000,pop2,853
1000,pop3,1710
1000,pop4,322
1000,pop5,322
1000,pop6,220
1000,pop7,0
1000,pop8,228
1000,pop9,923
1000,pop10,324
1000,pop11,0
1000,pop12,0
1000,pop13,0
1000,pop14,290
1000,pop15,623
1000,pop16,580
1000,pop17,484
1000,pop18,667
1000,pop19,971
1000,pop20,0
1000,pop21,318
1000,pop22,162
1000,pop23,897
1000,pop24,554
1000,pop25,114
1000,pop26,293
1000,pop27,1786
1000,pop28,2480
1000,pop29,909
1000,pop30,439
1000,pop31,257
1000,pop32,337
1000,pop33,909
1000,pop34,264
1000,pop35,557
1000,pop36,268
1000,pop37,1376
1000,pop38,239
1000,pop39,0
1000,pop40,536
1000,pop41,199
1000,pop42,435
1000,pop43,714
1000,pop44,1072
1000,pop45,539
1000,pop46,334
1000,pop47,0
1000,pop48,552
1000,pop49,244
1000,pop50,2886
1000,pop51,4080
1000,pop52,3653
1000,pop53,2174
1000,pop54,463
1000,pop55,1176
1000,pop56,230
1000,pop57,851
