time,node,decisions
1000,pop0,110
1000,pop1,13
1000,pop2,634
1000,pop3,160
1000,pop4,610
1000,pop5,2
1000,pop6,2
1000,pop7,159
1000,pop8,4
1000,pop9,172
1000,pop10,753
1000,pop11,10
1000,pop12,196
1000,pop13,4
1000,pop14,414
1000,pop15,0
1000,pop16,745
1000,pop17,474
1000,pop18,0
1000,pop19,13
1000,pop20,140
1000,pop21,263
1000,pop22,220
1000,pop23,678
1000,pop24,48
1000,pop25,748
1000,pop26,177
1000,pop27,679
1000,pop28,10
1000,pop29,202
1000,pop30,111
1000,pop31,102
1000,pop32,128
1000,pop33,167
1000,pop34,121
1000,pop35,140
1000,pop36,967
1000,pop37,10
1000,pop38,0
1000,pop39,0
1000,pop40,0
1000,pop41,4
1000,pop42,0
1000,pop43,6
1000,pop44,189
1000,pop45,226
1000,pop46,386
1000,pop47,0
1000,pop48,155
1000,pop49,0
1000,pop50,1263
1000,pop51,1905
1000,pop52,1858
1000,pop53,339
1000,pop54,6
1000,pop55,59
1000,pop56,567
1000,pop57,4
