time,node,decisions
1000,pop0,85
1000,pop1,829
1000,pop2,114
1000,pop3,1039
1000,pop4,347
1000,pop5,274
1000,pop6,882
1000,pop7,520
1000,pop8,244
1000,pop9,342
1000,pop10,1216
1000,pop11,1086
1000,pop12,229
1000,pop13,766
1000,pop14,752
1000,pop15,335
1000,pop16,1059
1000,pop17,1363
1000,pop18,911
1000,pop19,1737
1000,pop20,595
1000,pop21,701
1000,pop22,643
1000,pop23,971
1000,pop24,425
1000,pop25,762
1000,pop26,347
1000,pop27,407
1000,pop28,809
1000,pop29,466
1000,pop30,516
1000,pop31,990
1000,pop32,104
1000,pop33,125
1000,pop34,130
1000,pop35,585
1000,pop36,1290
1000,pop37,752
1000,pop38,860
1000,pop39,464
1000,pop40,255
1000,pop41,323
1000,pop42,1863
1000,pop43,1982
1000,pop44,1408
1000,pop45,423
1000,pop46,1547
1000,pop47,146
1000,pop48,2792
1000,pop49,907
1000,pop50,6504
1000,pop51,7250
1000,pop52,5113
1000,pop53,2524
1000,pop54,539
1000,pop55,1010
1000,pop56,335
1000,pop57,342
