time,node,decisions
1000,pop0,123
1000,pop1,550
1000,pop2,286
1000,pop3,179
1000,pop4,988
1000,pop5,955
1000,pop6,470
1000,pop7,497
1000,pop8,0
1000,pop9,784
1000,pop10,1516
1000,pop11,1158
1000,pop12,1093
1000,pop13,830
1000,pop14,1229
1000,pop15,232
1000,pop16,1162
1000,pop17,1238
1000,pop18,1268
1000,pop19,1450
1000,pop20,1560
1000,pop21,554
1000,pop22,531
1000,pop23,1363
1000,pop24,382
1000,pop25,218
1000,pop26,792
1000,pop27,1114
1000,pop28,946
1000,pop29,282
1000,pop30,1214
1000,pop31,1051
1000,pop32,453
1000,pop33,1363
1000,pop34,1123
1000,pop35,1066
1000,pop36,1123
1000,pop37,921
1000,pop38,971
1000,pop39,1007
1000,pop40,133
1000,pop41,805
1000,pop42,951
1000,pop43,1056
1000,pop44,1748
1000,pop45,1391
1000,pop46,1075
1000,pop47,1060
1000,pop48,889
1000,pop49,349
1000,pop50,3886
1000,pop51,3029
1000,pop52,3641
1000,pop53,1804
1000,pop54,204
1000,pop55,918
1000,pop56,1191
1000,pop57,1042
