flow,node,dec_count,dec_time_avg,dec_time_std
1,global,1,0.3490917682647705,0.0
2,global,2,0.32199180126190186,0.00714719295501709
3,global,1,0.3526599407196045,0.0
4,global,1,0.3872497081756592,0.0
5,global,1,0.35903382301330566,0.0
6,global,1,0.3550584316253662,0.0
7,global,1,0.3519909381866455,0.0
8,global,1,0.3538172245025635,0.0
9,global,1,0.3274805545806885,0.0
10,global,1,0.36460232734680176,0.0
11,global,2,0.32909202575683594,0.0007960796356201172
12,global,1,0.3219015598297119,0.0
13,global,4,0.38935035467147827,0.018869789285464008
14,global,1,0.3538181781768799,0.0
15,global,1,0.3607344627380371,0.0
16,global,1,0.35509800910949707,0.0
17,global,2,0.376498818397522,0.02001035213470459
18,global,1,0.32242703437805176,0.0
19,global,1,0.32905006408691406,0.0
20,global,1,0.3206486701965332,0.0
21,global,2,0.4034970998764038,0.03163158893585205
22,global,2,0.3542182445526123,0.0049746036529541016
23,global,1,0.33879947662353516,0.0
24,global,2,0.33432328701019287,0.0011066198348999023
25,global,2,0.348807692527771,0.007672905921936035
26,global,2,0.35564160346984863,0.0021085739135742188
27,global,2,0.36038851737976074,0.0012624263763427734
28,global,1,0.35299229621887207,0.0
29,global,1,0.34958600997924805,0.0
30,global,2,0.3609602451324463,0.001318216323852539
31,global,1,0.36897873878479004,0.0
32,global,1,0.3632357120513916,0.0
33,global,1,0.3694901466369629,0.0
34,global,1,0.3225839138031006,0.0
35,global,1,0.39038920402526855,0.0
36,global,1,0.3501424789428711,0.0
37,global,1,0.3290133476257324,0.0
38,global,1,0.36420750617980957,0.0
39,global,1,0.36757874488830566,0.0
40,global,1,0.32100534439086914,0.0
41,global,2,0.38246989250183105,0.03387641906738281
42,global,1,0.373812198638916,0.0
43,global,1,0.39492297172546387,0.0
44,global,1,0.39026474952697754,0.0
45,global,1,0.3935658931732178,0.0
46,global,1,0.37130236625671387,0.0
47,global,1,0.3686192035675049,0.0
48,global,1,0.32684803009033203,0.0
49,global,1,0.32814884185791016,0.0
50,global,4,0.42161691188812256,0.02404487136158497
51,global,2,0.3910984992980957,0.008455753326416016
52,global,1,0.36443257331848145,0.0
53,global,1,0.3357353210449219,0.0
54,global,2,0.3742690086364746,0.009943723678588867
55,global,2,0.37058305740356445,0.010692596435546875
56,global,1,0.3690059185028076,0.0
57,global,1,0.4024066925048828,0.0
58,global,1,0.3718593120574951,0.0
59,global,3,0.3718326886494954,0.043210869015051924
60,global,1,0.3827691078186035,0.0
61,global,2,0.4200836420059204,0.041751980781555176
62,global,1,0.3849508762359619,0.0
63,global,1,0.3997375965118408,0.0
64,global,1,0.367978572845459,0.0
65,global,1,0.32779598236083984,0.0
66,global,2,0.4280930757522583,0.026702046394348145
67,global,1,0.3589136600494385,0.0
68,global,1,0.3585669994354248,0.0
69,global,2,0.3912612199783325,0.017185568809509277
70,global,1,0.3795204162597656,0.0
71,global,1,0.3674807548522949,0.0
72,global,3,0.41360195477803546,0.014868408607207945
73,global,1,0.37247514724731445,0.0
74,global,1,0.34358835220336914,0.0
75,global,1,0.3621675968170166,0.0
76,global,1,0.37766456604003906,0.0
77,global,1,0.33545660972595215,0.0
78,global,1,0.4466066360473633,0.0
79,global,2,0.4507884979248047,0.013916969299316406
80,global,1,0.356250524520874,0.0
81,global,1,0.3618595600128174,0.0
82,global,1,0.40303564071655273,0.0
83,global,1,0.33490800857543945,0.0
84,global,1,0.3723628520965576,0.0
85,global,2,0.4326763153076172,0.029511213302612305
86,global,2,0.333795428276062,0.00012743473052978516
87,global,1,0.3791337013244629,0.0
88,global,2,0.3554011583328247,0.0162736177444458
89,global,1,0.37497687339782715,0.0
90,global,3,0.34284647305806476,0.005307698812851213
91,global,1,0.3892500400543213,0.0
92,global,2,0.38757503032684326,0.011119246482849121
93,global,1,0.37412500381469727,0.0
94,global,5,0.37263808250427244,0.14700417105909416
95,global,1,0.4135005474090576,0.0
96,global,2,0.37788593769073486,0.0009154081344604492
97,global,2,0.3497358560562134,0.03519594669342041
98,global,1,0.3842196464538574,0.0
99,global,2,0.3843696117401123,6.794929504394531e-05
100,global,1,0.3759915828704834,0.0
101,global,1,0.4153304100036621,0.0
102,global,3,0.38680219650268555,0.0020431871954351044
103,global,2,0.3378239870071411,0.0009311437606811523
104,global,4,0.4148845076560974,0.015060290973298382
105,global,1,0.39070940017700195,0.0
106,global,1,0.4100635051727295,0.0
107,global,1,0.45589113235473633,0.0
108,global,5,0.37032790184020997,0.08039321474565575
109,global,1,0.3841559886932373,0.0
110,global,1,0.37601351737976074,0.0
111,global,1,0.4445643424987793,0.0
112,global,1,0.3303253650665283,0.0
113,global,1,0.42182207107543945,0.0
114,global,1,0.4648778438568115,0.0
115,global,1,0.4236738681793213,0.0
116,global,1,0.42448973655700684,0.0
117,global,2,0.4180285930633545,0.014218807220458984
118,global,2,0.4060326814651489,0.012556195259094238
119,global,1,0.3906087875366211,0.0
120,global,1,0.4072377681732178,0.0
121,global,1,0.38875627517700195,0.0
122,global,1,0.39183640480041504,0.0
123,global,1,0.3823564052581787,0.0
124,global,2,0.35036420822143555,0.0032820701599121094
125,global,2,0.3632817268371582,0.019077539443969727
126,global,1,0.33576297760009766,0.0
127,global,1,0.36796092987060547,0.0
128,global,1,0.3875391483306885,0.0
129,global,1,0.38358426094055176,0.0
130,global,1,0.3362865447998047,0.0
131,global,1,0.3467576503753662,0.0
132,global,2,0.4107022285461426,0.0384974479675293
133,global,2,0.373077392578125,0.012994050979614258
134,global,1,0.3296198844909668,0.0
135,global,1,0.3608715534210205,0.0
136,global,1,0.38381099700927734,0.0
137,global,1,0.39412593841552734,0.0
138,global,2,0.3531688451766968,0.0006176233291625977
139,global,1,0.33652496337890625,0.0
140,global,1,0.4039797782897949,0.0
141,global,2,0.4557976722717285,0.0480799674987793
142,global,1,0.4647343158721924,0.0
143,global,1,0.3921935558319092,0.0
144,global,1,0.46921563148498535,0.0
145,global,1,0.40821123123168945,0.0
146,global,2,0.41643834114074707,0.02106761932373047
147,global,2,0.482635498046875,0.001316070556640625
148,global,1,0.38740015029907227,0.0
149,global,3,0.36008183161417645,0.014666457140330397
150,global,2,0.40009498596191406,0.019835472106933594
151,global,1,0.3432295322418213,0.0
152,global,1,0.400040864944458,0.0
153,global,1,0.4320650100708008,0.0
154,global,1,0.34111642837524414,0.0
155,global,2,0.2519639730453491,0.08397519588470459
156,global,1,0.39166688919067383,0.0
157,global,1,0.392592191696167,0.0
158,global,1,0.37610697746276855,0.0
159,global,1,0.45200610160827637,0.0
160,global,1,0.42653751373291016,0.0
161,global,3,0.3551907539367676,0.09604075823607347
162,global,1,0.3961524963378906,0.0
163,global,1,0.3912813663482666,0.0
164,global,1,0.39917850494384766,0.0
165,global,2,0.3018425703048706,0.08448565006256104
166,global,1,0.3942372798919678,0.0
167,global,2,0.3112814426422119,0.027442455291748047
168,global,1,0.4263901710510254,0.0
169,global,1,0.4117722511291504,0.0
170,global,1,0.4118623733520508,0.0
171,global,2,0.31904053688049316,0.08658838272094727
172,global,2,0.18860864639282227,0.016967058181762695
173,global,1,0.2666773796081543,0.0
