time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,16,0,0,16,0,0,0,2.75,0,0.0,0,0,0.0,0.0
100,368,132,105,131,20.50375776226352,36.8588466408251,4.99502288618211,2.625,7.413597733711049,14.222826086956522,23.848484848484848,19.931818181818183,0.054384312473392836,0.19435575422165477
200,696,361,228,107,21.291578168960587,40.34332345408501,5.002197648521409,2.632183908045977,7.402843601895735,17.95402298850575,27.25484764542936,21.263157894736842,0.052929064278947266,0.21635688355676536
300,1063,556,385,122,21.816966908789823,41.23532004649747,5.003164376420765,2.642521166509878,7.4048582995951415,18.92662276575729,28.118705035971225,21.303956834532375,0.05470745134858337,0.22969621315580113
400,1427,752,550,125,21.818999928455636,41.63169678835198,5.004213266525307,2.644008409250175,7.368378596396881,19.203223545900492,28.472074468085108,21.039893617021278,0.05561708991482642,0.2329951282202604
500,1783,958,682,143,22.182187569262698,41.86449082943027,4.9999395245642075,2.6545148625911383,7.372967265047518,19.57992148065059,28.69311064718163,21.15135699373695,0.05518503285630201,0.23490962569677468
600,2162,1172,863,127,22.16729884482143,42.005536591471085,4.993596406245311,2.6540240518038853,7.403556771545827,20.0259019426457,28.820819112627987,21.30716723549488,0.05650055863084664,0.24169832241463976
700,2501,1408,970,123,22.328600939461246,42.29686256748353,4.998697300801972,2.6565373850459815,7.408399710354815,20.453818472610955,29.030539772727273,21.400568181818183,0.05618578022965355,0.24174282359732704
800,2833,1613,1102,118,22.188868541914992,42.481133639362405,5.000056177329943,2.661136604306389,7.431107138296514,20.541122484998237,29.23868567885927,21.44513329200248,0.056190431517903906,0.2398568690780917
900,3181,1815,1260,106,22.155770793804763,42.37792139048762,5.002353145429393,2.661427224143351,7.451202905129369,20.64130776485382,29.11900826446281,21.37465564738292,0.05629990880817701,0.23938602042968973
