time,node,sf
100,pop0,b
100,pop0,d
100,pop0,e
100,pop0,a
100,pop4,c
100,pop4,a
100,pop4,b
100,pop4,d
100,pop4,e
100,pop13,a
100,pop13,b
100,pop13,d
100,pop13,c
100,pop13,e
100,pop32,c
100,pop32,b
100,pop32,a
100,pop32,d
100,pop32,e
100,pop33,a
100,pop33,b
100,pop33,c
100,pop48,b
100,pop48,a
100,pop48,c
100,pop48,d
100,pop56,a
100,pop56,b
100,pop56,c
100,pop56,d
100,pop56,e
100,pop57,c
100,pop57,d
100,pop57,e
100,pop57,a
100,pop57,b
100,pop50,b
100,pop50,c
100,pop50,d
100,pop50,a
100,pop10,c
100,pop10,b
100,pop10,a
100,pop1,b
100,pop1,c
100,pop1,a
100,pop52,c
100,pop52,b
100,pop52,e
100,pop52,d
100,pop52,a
100,pop27,a
100,pop27,b
100,pop27,c
100,pop16,e
100,pop55,b
100,pop55,a
100,pop55,d
100,pop14,c
100,pop14,d
100,pop14,a
100,pop14,e
100,pop14,b
100,pop29,a
100,pop29,e
100,pop29,c
100,pop29,b
100,pop54,d
100,pop54,e
100,pop41,e
100,pop20,c
200,pop0,b
200,pop0,a
200,pop4,b
200,pop4,a
200,pop4,c
200,pop13,b
200,pop13,e
200,pop13,a
200,pop32,b
200,pop32,d
200,pop32,a
200,pop32,c
200,pop32,e
200,pop33,a
200,pop33,b
200,pop33,e
200,pop33,c
200,pop33,d
200,pop48,b
200,pop48,d
200,pop48,c
200,pop48,e
200,pop48,a
200,pop56,a
200,pop56,b
200,pop56,c
200,pop56,e
200,pop56,d
200,pop57,c
200,pop57,d
200,pop57,e
200,pop50,a
200,pop50,c
200,pop50,d
200,pop50,e
200,pop50,b
200,pop10,c
200,pop10,b
200,pop10,a
200,pop10,d
200,pop10,e
200,pop1,a
200,pop1,b
200,pop1,c
200,pop52,c
200,pop52,a
200,pop52,b
200,pop52,d
200,pop52,e
200,pop27,a
200,pop27,b
200,pop16,b
200,pop16,a
200,pop16,c
200,pop16,e
200,pop55,a
200,pop55,e
200,pop55,d
200,pop14,c
200,pop14,b
200,pop14,a
200,pop14,d
200,pop14,e
200,pop29,a
200,pop54,e
200,pop18,b
200,pop18,c
200,pop37,b
200,pop37,a
200,pop37,c
300,pop0,a
300,pop0,d
300,pop0,c
300,pop0,b
300,pop4,b
300,pop4,c
300,pop4,a
300,pop13,a
300,pop13,d
300,pop13,c
300,pop13,e
300,pop13,b
300,pop32,a
300,pop32,c
300,pop32,d
300,pop32,e
300,pop33,d
300,pop33,e
300,pop33,b
300,pop48,b
300,pop48,a
300,pop48,c
300,pop48,d
300,pop56,a
300,pop56,b
300,pop56,c
300,pop56,d
300,pop56,e
300,pop57,b
300,pop57,a
300,pop57,c
300,pop50,c
300,pop50,b
300,pop50,a
300,pop50,d
300,pop50,e
300,pop10,b
300,pop10,e
300,pop10,a
300,pop10,d
300,pop10,c
300,pop1,b
300,pop1,e
300,pop1,a
300,pop52,b
300,pop52,e
300,pop52,c
300,pop52,a
300,pop27,c
300,pop27,e
300,pop16,b
300,pop16,a
300,pop55,a
300,pop55,b
300,pop55,c
300,pop14,a
300,pop14,d
300,pop14,b
300,pop14,c
300,pop43,b
300,pop29,e
300,pop29,d
300,pop20,a
300,pop20,c
300,pop18,d
400,pop0,a
400,pop0,c
400,pop0,b
400,pop4,c
400,pop4,a
400,pop4,b
400,pop4,d
400,pop4,e
400,pop13,a
400,pop13,b
400,pop13,c
400,pop13,d
400,pop13,e
400,pop32,b
400,pop32,a
400,pop32,c
400,pop32,d
400,pop33,a
400,pop33,b
400,pop33,c
400,pop33,d
400,pop48,d
400,pop48,e
400,pop48,b
400,pop48,a
400,pop56,a
400,pop56,b
400,pop56,c
400,pop56,d
400,pop56,e
400,pop57,c
400,pop57,b
400,pop57,a
400,pop57,d
400,pop57,e
400,pop50,a
400,pop50,b
400,pop50,c
400,pop50,d
400,pop50,e
400,pop10,c
400,pop10,a
400,pop10,b
400,pop1,c
400,pop1,d
400,pop52,a
400,pop52,c
400,pop52,b
400,pop52,d
400,pop52,e
400,pop27,b
400,pop27,c
400,pop16,a
400,pop16,b
400,pop16,c
400,pop55,c
400,pop55,a
400,pop14,a
400,pop14,b
400,pop29,e
400,pop29,a
400,pop29,b
400,pop29,c
400,pop18,c
400,pop28,a
400,pop28,b
400,pop45,a
400,pop45,b
400,pop45,c
500,pop0,a
500,pop0,b
500,pop0,c
500,pop4,b
500,pop4,c
500,pop4,a
500,pop4,d
500,pop4,e
500,pop13,e
500,pop13,d
500,pop13,a
500,pop32,a
500,pop32,d
500,pop32,b
500,pop32,c
500,pop32,e
500,pop33,d
500,pop33,a
500,pop33,b
500,pop33,c
500,pop33,e
500,pop48,e
500,pop48,a
500,pop48,b
