time,node,decisions
1000,pop0,0
1000,pop1,5
1000,pop2,1346
1000,pop3,1390
1000,pop4,524
1000,pop5,173
1000,pop6,205
1000,pop7,651
1000,pop8,301
1000,pop9,368
1000,pop10,517
1000,pop11,1557
1000,pop12,224
1000,pop13,109
1000,pop14,354
1000,pop15,318
1000,pop16,1647
1000,pop17,1727
1000,pop18,291
1000,pop19,163
1000,pop20,4009
1000,pop21,357
1000,pop22,415
1000,pop23,391
1000,pop24,1185
1000,pop25,1020
1000,pop26,392
1000,pop27,913
1000,pop28,222
1000,pop29,481
1000,pop30,604
1000,pop31,851
1000,pop32,1236
1000,pop33,2138
1000,pop34,1360
1000,pop35,1334
1000,pop36,194
1000,pop37,8
1000,pop38,190
1000,pop39,595
1000,pop40,1064
1000,pop41,4312
1000,pop42,274
1000,pop43,365
1000,pop44,1182
1000,pop45,1333
1000,pop46,613
1000,pop47,236
1000,pop48,108
1000,pop49,739
1000,pop50,475
1000,pop51,2130
1000,pop52,377
1000,pop53,379
1000,pop54,753
1000,pop55,592
1000,pop56,791
1000,pop57,949
1000,pop58,1215
1000,pop59,103
1000,pop60,4
1000,pop61,2604
1000,pop62,1502
1000,pop63,0
1000,pop64,507
1000,pop65,33
1000,pop66,883
1000,pop67,1354
1000,pop68,1
1000,pop69,20
1000,pop70,2890
1000,pop71,638
1000,pop72,2415
1000,pop73,1760
1000,pop74,139
1000,pop75,13
1000,pop76,320
1000,pop77,1477
1000,pop78,1133
1000,pop79,2166
1000,pop80,125
1000,pop81,4752
1000,pop82,1003
1000,pop83,256
1000,pop84,173
1000,pop85,863
1000,pop86,1491
1000,pop87,867
1000,pop88,709
1000,pop89,659
1000,pop90,143
1000,pop91,1292
1000,pop92,828
1000,pop93,1178
1000,pop94,2176
1000,pop95,1986
1000,pop96,506
1000,pop97,1304
1000,pop98,1516
1000,pop99,1814
1000,pop100,1064
1000,pop101,1621
1000,pop102,2283
1000,pop103,2299
1000,pop104,417
1000,pop105,2232
1000,pop106,2094
1000,pop107,3163
1000,pop108,2029
1000,pop109,1247
1000,pop110,3483
1000,pop111,2
1000,pop112,973
1000,pop113,856
1000,pop114,2167
1000,pop115,2607
1000,pop116,3098
1000,pop117,990
1000,pop118,345
1000,pop119,935
1000,pop120,2525
1000,pop121,3066
1000,pop122,196
1000,pop123,2988
1000,pop124,3410
1000,pop125,3360
1000,pop126,1014
1000,pop127,577
1000,pop128,1840
1000,pop129,2487
1000,pop130,5224
1000,pop131,6346
1000,pop132,1849
1000,pop133,420
1000,pop134,672
1000,pop135,568
1000,pop136,0
1000,pop137,99
1000,pop138,746
1000,pop139,597
1000,pop140,2377
1000,pop141,3186
1000,pop142,739
1000,pop143,0
1000,pop144,2535
1000,pop145,141
1000,pop146,111
1000,pop147,111
1000,pop148,752
