time,node,sf
100,pop2,b
100,pop2,a
100,pop2,c
100,pop10,c
100,pop10,d
100,pop10,e
100,pop23,e
100,pop23,a
100,pop23,b
100,pop23,c
100,pop36,d
100,pop36,a
100,pop36,e
100,pop36,b
100,pop36,c
100,pop51,c
100,pop51,b
100,pop51,a
100,pop52,b
100,pop52,a
100,pop52,c
100,pop11,e
100,pop11,a
100,pop11,d
100,pop11,b
100,pop3,a
100,pop3,c
100,pop56,e
100,pop56,d
100,pop56,a
100,pop56,b
100,pop24,c
100,pop24,d
100,pop28,a
100,pop28,b
100,pop28,c
100,pop21,b
100,pop21,d
100,pop21,a
100,pop21,e
100,pop21,c
100,pop12,a
100,pop12,d
100,pop4,a
100,pop4,b
100,pop4,c
100,pop48,a
100,pop48,c
100,pop29,a
100,pop29,b
100,pop5,a
100,pop5,b
100,pop5,c
100,pop43,a
100,pop43,c
100,pop55,c
100,pop26,d
100,pop26,e
200,pop2,a
200,pop2,c
200,pop10,a
200,pop10,b
200,pop10,c
200,pop23,c
200,pop23,d
200,pop36,e
200,pop36,c
200,pop36,a
200,pop36,d
200,pop51,a
200,pop51,c
200,pop51,b
200,pop51,d
200,pop52,b
200,pop52,a
200,pop11,a
200,pop11,b
200,pop11,c
200,pop56,c
200,pop56,a
200,pop56,d
200,pop28,a
200,pop28,b
200,pop28,c
200,pop21,d
200,pop21,e
200,pop12,b
200,pop12,c
200,pop4,c
200,pop4,b
200,pop4,d
200,pop48,d
200,pop48,e
200,pop34,d
200,pop34,e
200,pop29,a
200,pop29,b
200,pop29,c
200,pop5,b
200,pop55,b
200,pop55,a
200,pop14,c
200,pop33,a
300,pop2,d
300,pop2,e
300,pop2,a
300,pop2,b
300,pop10,c
300,pop10,a
300,pop10,b
300,pop10,d
300,pop10,e
300,pop23,c
300,pop23,b
300,pop23,a
300,pop36,e
300,pop36,d
300,pop36,b
300,pop36,a
300,pop36,c
300,pop51,c
300,pop51,b
300,pop51,a
300,pop52,e
300,pop52,d
300,pop11,c
300,pop11,a
300,pop56,a
300,pop56,d
300,pop56,b
300,pop56,e
300,pop56,c
300,pop24,e
300,pop28,b
300,pop28,c
300,pop21,c
300,pop12,c
300,pop12,d
300,pop4,d
300,pop4,e
300,pop48,a
300,pop48,b
300,pop34,d
300,pop34,e
300,pop29,e
300,pop29,c
300,pop50,b
300,pop50,c
300,pop50,d
300,pop50,e
300,pop55,a
300,pop55,b
300,pop55,c
300,pop14,c
400,pop2,a
400,pop2,c
400,pop2,d
400,pop10,d
400,pop10,b
400,pop10,e
400,pop10,a
400,pop10,c
400,pop23,e
400,pop23,c
400,pop23,d
400,pop36,d
400,pop36,e
400,pop36,a
400,pop36,b
400,pop36,c
400,pop51,a
400,pop51,c
400,pop51,b
400,pop52,a
400,pop52,b
400,pop52,c
400,pop11,a
400,pop11,b
400,pop11,c
400,pop56,a
400,pop56,b
400,pop56,c
400,pop24,a
400,pop24,b
400,pop24,c
400,pop28,d
400,pop28,e
400,pop28,b
400,pop21,b
400,pop21,c
400,pop21,a
400,pop12,a
400,pop12,b
400,pop12,c
400,pop4,b
400,pop4,a
400,pop34,b
400,pop34,a
400,pop29,c
400,pop53,a
400,pop53,b
400,pop50,a
400,pop50,b
400,pop50,c
400,pop26,a
400,pop26,c
400,pop14,b
400,pop14,c
500,pop2,a
500,pop2,b
500,pop2,c
500,pop10,b
500,pop10,a
500,pop10,c
500,pop23,a
500,pop23,b
500,pop36,a
500,pop36,c
500,pop36,d
500,pop51,d
500,pop51,e
500,pop51,a
500,pop52,a
500,pop52,c
500,pop52,d
500,pop11,a
500,pop11,b
