time,node,decisions
1000,pop0,153
1000,pop1,690
1000,pop2,267
1000,pop3,1129
1000,pop4,790
1000,pop5,37
1000,pop6,239
1000,pop7,431
1000,pop8,443
1000,pop9,875
1000,pop10,993
1000,pop11,18
1000,pop12,546
1000,pop13,0
1000,pop14,1034
1000,pop15,0
1000,pop16,905
1000,pop17,271
1000,pop18,2
1000,pop19,985
1000,pop20,1174
1000,pop21,2
1000,pop22,2
1000,pop23,977
1000,pop24,582
1000,pop25,280
1000,pop26,0
1000,pop27,287
1000,pop28,0
1000,pop29,8
1000,pop30,2859
1000,pop31,642
1000,pop32,400
1000,pop33,384
1000,pop34,54
1000,pop35,1047
1000,pop36,216
1000,pop37,5
1000,pop38,2
1000,pop39,2
1000,pop40,71
1000,pop41,1296
1000,pop42,1
1000,pop43,532
1000,pop44,286
1000,pop45,75
1000,pop46,216
1000,pop47,287
1000,pop48,1746
1000,pop49,0
1000,pop50,6416
1000,pop51,4893
1000,pop52,4453
1000,pop53,3162
1000,pop54,559
1000,pop55,1371
1000,pop56,1808
1000,pop57,833
