time,node,decisions
1000,pop0,331
1000,pop1,660
1000,pop2,693
1000,pop3,530
1000,pop4,285
1000,pop5,682
1000,pop6,32
1000,pop7,57
1000,pop8,730
1000,pop9,546
1000,pop10,626
1000,pop11,69
1000,pop12,511
1000,pop13,0
1000,pop14,535
1000,pop15,440
1000,pop16,878
1000,pop17,282
1000,pop18,357
1000,pop19,117
1000,pop20,124
1000,pop21,139
1000,pop22,452
1000,pop23,508
1000,pop24,491
1000,pop25,72
1000,pop26,70
1000,pop27,247
1000,pop28,350
1000,pop29,522
1000,pop30,5
1000,pop31,29
1000,pop32,0
1000,pop33,182
1000,pop34,426
1000,pop35,565
1000,pop36,348
1000,pop37,174
1000,pop38,493
1000,pop39,852
1000,pop40,480
1000,pop41,800
1000,pop42,149
1000,pop43,301
1000,pop44,862
1000,pop45,241
1000,pop46,489
1000,pop47,140
1000,pop48,188
1000,pop49,10
1000,pop50,2044
1000,pop51,2598
1000,pop52,1563
1000,pop53,1161
1000,pop54,44
1000,pop55,535
1000,pop56,800
1000,pop57,0
