time,node,sf
100,pop20,a
100,pop20,b
100,pop20,c
100,pop20,d
100,pop20,e
100,pop56,a
100,pop56,b
100,pop56,c
100,pop56,d
100,pop56,e
100,pop51,b
100,pop51,a
100,pop51,d
100,pop51,c
100,pop51,e
100,pop27,a
100,pop27,b
100,pop27,d
100,pop27,c
100,pop27,e
100,pop0,b
100,pop0,a
100,pop0,c
100,pop0,e
100,pop0,d
100,pop48,c
100,pop48,b
100,pop48,d
100,pop48,a
100,pop48,e
100,pop46,c
100,pop46,b
100,pop46,a
100,pop46,e
100,pop5,a
100,pop5,b
100,pop5,c
100,pop52,a
100,pop52,b
100,pop52,d
100,pop52,e
100,pop52,c
100,pop7,c
100,pop7,d
100,pop7,e
100,pop7,b
100,pop7,a
100,pop13,b
100,pop13,a
100,pop13,c
100,pop13,d
100,pop13,e
100,pop16,b
100,pop16,a
100,pop16,c
100,pop21,c
100,pop21,a
100,pop21,b
100,pop50,d
100,pop50,e
100,pop50,a
100,pop50,b
100,pop50,c
100,pop29,b
100,pop29,e
100,pop29,a
100,pop29,c
100,pop53,a
100,pop53,e
100,pop53,b
100,pop53,d
100,pop53,c
100,pop45,a
100,pop45,b
100,pop45,c
100,pop35,a
100,pop35,b
100,pop35,c
100,pop30,c
100,pop30,a
100,pop30,d
100,pop30,b
100,pop30,e
100,pop55,b
100,pop55,d
100,pop55,c
100,pop55,e
100,pop3,b
100,pop3,c
100,pop3,a
100,pop19,a
100,pop19,c
100,pop41,a
100,pop41,c
100,pop41,d
100,pop41,e
100,pop12,d
100,pop12,a
100,pop28,c
200,pop20,b
200,pop20,d
200,pop20,e
200,pop20,a
200,pop20,c
200,pop56,c
200,pop56,a
200,pop56,b
200,pop56,d
200,pop56,e
200,pop51,b
200,pop51,a
200,pop51,c
200,pop51,e
200,pop27,b
200,pop27,c
200,pop27,a
200,pop27,d
200,pop27,e
200,pop0,a
200,pop0,c
200,pop0,d
200,pop0,e
200,pop0,b
200,pop48,b
200,pop48,a
200,pop48,c
200,pop48,d
200,pop48,e
200,pop46,c
200,pop46,a
200,pop46,e
200,pop46,b
200,pop46,d
200,pop5,b
200,pop5,a
200,pop5,c
200,pop5,e
200,pop52,a
200,pop52,c
200,pop52,d
200,pop52,e
200,pop7,b
200,pop7,c
200,pop7,a
200,pop7,d
200,pop7,e
200,pop13,a
200,pop13,b
200,pop13,c
200,pop13,d
200,pop13,e
200,pop16,a
200,pop16,b
200,pop16,c
200,pop21,d
200,pop21,e
200,pop50,b
200,pop50,d
200,pop50,a
200,pop50,e
200,pop50,c
200,pop29,b
200,pop29,c
200,pop53,a
200,pop53,b
200,pop53,c
200,pop53,d
200,pop53,e
200,pop45,e
200,pop45,b
200,pop45,a
200,pop45,c
200,pop35,c
200,pop35,d
200,pop35,a
200,pop30,c
200,pop30,e
200,pop30,a
200,pop30,d
200,pop30,b
200,pop55,c
200,pop3,b
200,pop3,c
200,pop3,d
200,pop3,a
200,pop19,a
200,pop41,e
200,pop12,b
200,pop12,a
200,pop23,b
200,pop14,c
200,pop8,c
200,pop8,b
300,pop20,b
300,pop20,d
300,pop20,a
300,pop20,c
300,pop20,e
300,pop56,a
300,pop56,e
300,pop56,b
300,pop56,c
300,pop56,d
300,pop51,b
300,pop51,a
300,pop51,c
300,pop51,d
300,pop51,e
300,pop27,b
300,pop27,c
300,pop27,a
300,pop27,e
300,pop27,d
300,pop0,a
300,pop0,b
300,pop0,c
300,pop48,b
300,pop48,c
300,pop48,e
300,pop48,d
300,pop48,a
300,pop46,d
300,pop46,a
300,pop46,e
300,pop46,c
300,pop46,b
300,pop5,a
300,pop5,c
300,pop5,d
300,pop5,e
300,pop5,b
300,pop52,a
300,pop52,b
300,pop52,c
300,pop52,d
300,pop52,e
300,pop7,b
300,pop7,a
300,pop7,c
300,pop7,d
300,pop7,e
300,pop13,b
300,pop13,a
300,pop13,c
300,pop16,a
300,pop16,e
300,pop16,b
300,pop16,c
300,pop21,a
300,pop21,b
300,pop50,d
300,pop50,e
300,pop50,a
300,pop50,b
300,pop50,c
300,pop53,c
300,pop53,b
300,pop53,a
300,pop53,d
300,pop53,e
300,pop35,a
300,pop35,b
300,pop35,e
300,pop35,c
300,pop35,d
300,pop30,d
300,pop30,e
300,pop30,b
300,pop30,a
300,pop55,b
300,pop55,c
300,pop3,c
300,pop3,a
300,pop3,d
300,pop3,e
300,pop41,d
300,pop41,c
300,pop41,e
300,pop12,c
300,pop12,b
300,pop23,b
400,pop20,b
400,pop20,a
400,pop20,c
400,pop20,d
400,pop20,e
400,pop56,a
400,pop56,b
400,pop56,c
400,pop56,d
400,pop56,e
400,pop51,b
400,pop51,a
400,pop51,d
400,pop51,e
400,pop51,c
400,pop27,b
400,pop27,c
400,pop27,a
400,pop27,e
400,pop27,d
400,pop0,a
400,pop0,d
400,pop0,b
400,pop0,c
400,pop0,e
400,pop48,a
400,pop48,c
400,pop48,b
400,pop48,d
400,pop48,e
400,pop46,a
400,pop46,c
400,pop46,b
400,pop46,d
400,pop46,e
400,pop5,c
400,pop5,d
400,pop5,a
400,pop5,e
400,pop52,b
400,pop52,c
400,pop52,a
400,pop52,d
400,pop7,d
400,pop7,e
400,pop7,a
400,pop13,c
400,pop13,b
400,pop13,d
400,pop13,e
400,pop13,a
400,pop16,d
400,pop16,b
400,pop16,a
400,pop21,b
400,pop21,d
400,pop21,e
400,pop21,a
400,pop21,c
400,pop50,b
400,pop50,a
400,pop50,e
400,pop50,c
400,pop50,d
400,pop53,a
400,pop53,d
400,pop53,c
400,pop53,b
400,pop53,e
400,pop45,a
400,pop45,b
400,pop45,d
400,pop45,c
400,pop45,e
400,pop35,a
400,pop35,c
400,pop35,b
400,pop30,c
400,pop30,b
400,pop30,a
400,pop30,d
400,pop30,e
400,pop3,c
400,pop3,b
400,pop19,b
400,pop19,c
400,pop19,a
400,pop41,b
400,pop41,a
400,pop41,c
400,pop23,b
400,pop23,c
400,pop23,a
400,pop49,b
400,pop49,c
500,pop20,a
500,pop20,c
500,pop20,b
500,pop20,d
500,pop20,e
500,pop56,b
500,pop56,c
500,pop56,e
500,pop56,d
500,pop56,a
500,pop51,b
500,pop51,a
500,pop51,c
500,pop51,e
500,pop51,d
500,pop27,b
500,pop27,c
500,pop27,a
500,pop27,d
500,pop0,a
500,pop0,c
500,pop0,b
500,pop0,d
500,pop0,e
500,pop48,c
500,pop48,a
500,pop48,b
500,pop48,e
500,pop48,d
500,pop46,c
500,pop46,a
500,pop46,d
500,pop46,b
500,pop46,e
500,pop5,a
500,pop5,b
500,pop5,c
500,pop52,b
500,pop52,a
500,pop52,c
500,pop52,e
500,pop7,b
500,pop7,d
500,pop7,e
500,pop7,a
500,pop7,c
500,pop13,b
500,pop13,a
500,pop13,c
500,pop13,d
500,pop13,e
500,pop16,d
500,pop16,e
500,pop21,b
