time,node,decisions
1000,pop0,819
1000,pop1,58
1000,pop2,629
1000,pop3,722
1000,pop4,637
1000,pop5,8
1000,pop6,16
1000,pop7,387
1000,pop8,19
1000,pop9,355
1000,pop10,953
1000,pop11,23
1000,pop12,464
1000,pop13,23
1000,pop14,1349
1000,pop15,6
1000,pop16,820
1000,pop17,661
1000,pop18,6
1000,pop19,84
1000,pop20,306
1000,pop21,459
1000,pop22,369
1000,pop23,774
1000,pop24,182
1000,pop25,882
1000,pop26,408
1000,pop27,1079
1000,pop28,26
1000,pop29,383
1000,pop30,251
1000,pop31,205
1000,pop32,866
1000,pop33,1225
1000,pop34,273
1000,pop35,374
1000,pop36,1233
1000,pop37,634
1000,pop38,26
1000,pop39,63
1000,pop40,9
1000,pop41,49
1000,pop42,88
1000,pop43,138
1000,pop44,964
1000,pop45,1032
1000,pop46,997
1000,pop47,21
1000,pop48,413
1000,pop49,18
1000,pop50,2882
1000,pop51,3122
1000,pop52,3618
1000,pop53,927
1000,pop54,41
1000,pop55,778
1000,pop56,1224
1000,pop57,14
