time,node,decisions
1000,pop0,304
1000,pop1,1018
1000,pop2,2
1000,pop3,1266
1000,pop4,548
1000,pop5,499
1000,pop6,237
1000,pop7,0
1000,pop8,266
1000,pop9,1059
1000,pop10,612
1000,pop11,24
1000,pop12,6
1000,pop13,6
1000,pop14,187
1000,pop15,875
1000,pop16,625
1000,pop17,918
1000,pop18,617
1000,pop19,932
1000,pop20,36
1000,pop21,398
1000,pop22,439
1000,pop23,635
1000,pop24,262
1000,pop25,23
1000,pop26,572
1000,pop27,814
1000,pop28,1439
1000,pop29,1034
1000,pop30,619
1000,pop31,388
1000,pop32,611
1000,pop33,584
1000,pop34,177
1000,pop35,645
1000,pop36,44
1000,pop37,438
1000,pop38,210
1000,pop39,10
1000,pop40,644
1000,pop41,91
1000,pop42,69
1000,pop43,902
1000,pop44,1212
1000,pop45,560
1000,pop46,643
1000,pop47,1
1000,pop48,898
1000,pop49,558
1000,pop50,3384
1000,pop51,5186
1000,pop52,4283
1000,pop53,2056
1000,pop54,612
1000,pop55,39
1000,pop56,27
1000,pop57,821
