time,node,decisions
1000,pop0,1048
1000,pop1,952
1000,pop2,687
1000,pop3,1461
1000,pop4,661
1000,pop5,42
1000,pop6,684
1000,pop7,1327
1000,pop8,83
1000,pop9,1053
1000,pop10,1169
1000,pop11,71
1000,pop12,647
1000,pop13,96
1000,pop14,1904
1000,pop15,657
1000,pop16,999
1000,pop17,896
1000,pop18,27
1000,pop19,189
1000,pop20,528
1000,pop21,677
1000,pop22,591
1000,pop23,913
1000,pop24,263
1000,pop25,1042
1000,pop26,1142
1000,pop27,1422
1000,pop28,86
1000,pop29,561
1000,pop30,490
1000,pop31,369
1000,pop32,1044
1000,pop33,1466
1000,pop34,408
1000,pop35,603
1000,pop36,1552
1000,pop37,661
1000,pop38,66
1000,pop39,196
1000,pop40,49
1000,pop41,706
1000,pop42,711
1000,pop43,748
1000,pop44,1259
1000,pop45,1400
1000,pop46,1423
1000,pop47,74
1000,pop48,761
1000,pop49,32
1000,pop50,4664
1000,pop51,4790
1000,pop52,5698
1000,pop53,3344
1000,pop54,81
1000,pop55,847
1000,pop56,1478
1000,pop57,52
