time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,20,0,0,20,0,0,0,2.85,0,0.0,0,0,0.0,0.0
100,449,153,124,172,13.607182388170793,42.22038043097522,4.985149130946623,2.661469933184855,6.431781701444622,17.848552338530066,29.41830065359477,18.58823529411765,0.3448911170296099,0.07668375588173326
200,882,466,247,169,15.451969277747427,45.28484588346586,4.9882650183008,2.6496598639455784,6.8427118644067795,22.886621315192745,32.3068669527897,18.678111587982833,0.3492921546950994,0.0846031795817571
300,1300,770,377,153,15.635941976463807,45.85521578156815,4.970657675816803,2.6584615384615384,6.939101861993429,24.366923076923076,32.763636363636365,18.5974025974026,0.3523392241695378,0.08573247099043352
400,1732,1050,521,161,15.45459263992585,46.45918553636578,4.979795751265101,2.6628175519630486,6.940009675858732,24.84699769053118,33.30761904761905,18.654285714285713,0.3610679094300084,0.08773564433000047
500,2149,1352,639,158,15.361501643739418,46.20975643876769,4.985348190638467,2.6565844578873894,6.974388526059674,25.34341554211261,33.076183431952664,18.65458579881657,0.36643935388499504,0.0888960261067386
600,2577,1624,803,150,15.198589805896894,46.397087683578164,4.990954567923119,2.6592937524253006,6.96591274520313,25.21730694606131,33.239532019704434,18.655172413793103,0.36563644823083885,0.08842902877646885
700,3002,1913,925,164,15.18401947032536,46.36554721123678,4.991493938330697,2.657561625582945,6.989187207917163,25.407395069953363,33.21955044432828,18.73967590172504,0.3661538461538372,0.08857065992368003
800,3458,2217,1083,158,15.66867674355551,46.22839983030727,4.990096290522402,2.6622325043377675,6.99873257287706,25.55002891844997,33.07577807848444,18.719891745602165,0.36978690816182486,0.08973938298218982
900,3902,2523,1217,162,15.861489774653883,46.311019435666275,4.993513275661846,2.6591491542798567,7.015829656090215,25.670169144028705,33.16607213634562,18.824019024970273,0.3701938856015701,0.08993655172413943
1000,4359,2809,1368,182,15.752260230093786,46.24225235319035,4.99505937213856,2.661160816701078,7.000502860016343,25.549667354897913,33.09718761124955,18.81060875756497,0.3740344077698005,0.09006634636295362
