time,node,decisions
1000,pop0,109
1000,pop1,7
1000,pop2,771
1000,pop3,137
1000,pop4,815
1000,pop5,8
1000,pop6,3
1000,pop7,102
1000,pop8,0
1000,pop9,98
1000,pop10,894
1000,pop11,10
1000,pop12,98
1000,pop13,0
1000,pop14,366
1000,pop15,0
1000,pop16,978
1000,pop17,206
1000,pop18,6
1000,pop19,15
1000,pop20,106
1000,pop21,275
1000,pop22,192
1000,pop23,875
1000,pop24,103
1000,pop25,914
1000,pop26,109
1000,pop27,1022
1000,pop28,64
1000,pop29,111
1000,pop30,81
1000,pop31,95
1000,pop32,106
1000,pop33,105
1000,pop34,60
1000,pop35,116
1000,pop36,1097
1000,pop37,0
1000,pop38,6
1000,pop39,6
1000,pop40,8
1000,pop41,8
1000,pop42,131
1000,pop43,148
1000,pop44,213
1000,pop45,234
1000,pop46,238
1000,pop47,3
1000,pop48,99
1000,pop49,10
1000,pop50,833
1000,pop51,1831
1000,pop52,1591
1000,pop53,363
1000,pop54,9
1000,pop55,62
1000,pop56,318
1000,pop57,0
