time,node,decisions
1000,pop0,2535
1000,pop1,2318
1000,pop2,161
1000,pop3,2818
1000,pop4,1989
1000,pop5,719
1000,pop6,821
1000,pop7,387
1000,pop8,760
1000,pop9,135
1000,pop10,1389
1000,pop11,115
1000,pop12,175
1000,pop13,341
1000,pop14,2487
1000,pop15,494
1000,pop16,415
1000,pop17,2070
1000,pop18,194
1000,pop19,179
1000,pop20,430
1000,pop21,348
1000,pop22,597
1000,pop23,1330
1000,pop24,1336
1000,pop25,921
1000,pop26,152
1000,pop27,1436
1000,pop28,1261
1000,pop29,397
1000,pop30,171
1000,pop31,811
1000,pop32,608
1000,pop33,166
1000,pop34,1817
1000,pop35,1885
1000,pop36,760
1000,pop37,960
1000,pop38,96
1000,pop39,2005
1000,pop40,157
1000,pop41,807
1000,pop42,988
1000,pop43,495
1000,pop44,3197
1000,pop45,875
1000,pop46,1465
1000,pop47,1072
1000,pop48,2460
1000,pop49,300
1000,pop50,10166
1000,pop51,8218
1000,pop52,6838
1000,pop53,7367
1000,pop54,1127
1000,pop55,1157
1000,pop56,1126
1000,pop57,480
