time,node,decisions
1000,pop0,129
1000,pop1,580
1000,pop2,887
1000,pop3,386
1000,pop4,2
1000,pop5,873
1000,pop6,4
1000,pop7,15
1000,pop8,875
1000,pop9,612
1000,pop10,663
1000,pop11,71
1000,pop12,618
1000,pop13,10
1000,pop14,657
1000,pop15,642
1000,pop16,1088
1000,pop17,334
1000,pop18,241
1000,pop19,46
1000,pop20,28
1000,pop21,14
1000,pop22,17
1000,pop23,335
1000,pop24,601
1000,pop25,0
1000,pop26,24
1000,pop27,43
1000,pop28,13
1000,pop29,633
1000,pop30,4
1000,pop31,14
1000,pop32,14
1000,pop33,341
1000,pop34,103
1000,pop35,647
1000,pop36,10
1000,pop37,301
1000,pop38,256
1000,pop39,1025
1000,pop40,353
1000,pop41,1034
1000,pop42,346
1000,pop43,857
1000,pop44,915
1000,pop45,38
1000,pop46,630
1000,pop47,6
1000,pop48,312
1000,pop49,8
1000,pop50,2797
1000,pop51,2530
1000,pop52,1755
1000,pop53,1400
1000,pop54,14
1000,pop55,625
1000,pop56,942
1000,pop57,564
