time,node,decisions
1000,pop0,903
1000,pop1,950
1000,pop2,697
1000,pop3,988
1000,pop4,753
1000,pop5,158
1000,pop6,83
1000,pop7,292
1000,pop8,0
1000,pop9,157
1000,pop10,881
1000,pop11,286
1000,pop12,557
1000,pop13,246
1000,pop14,1101
1000,pop15,703
1000,pop16,718
1000,pop17,591
1000,pop18,89
1000,pop19,154
1000,pop20,225
1000,pop21,778
1000,pop22,385
1000,pop23,1150
1000,pop24,437
1000,pop25,728
1000,pop26,544
1000,pop27,1161
1000,pop28,408
1000,pop29,532
1000,pop30,292
1000,pop31,242
1000,pop32,841
1000,pop33,1084
1000,pop34,390
1000,pop35,371
1000,pop36,949
1000,pop37,744
1000,pop38,168
1000,pop39,441
1000,pop40,335
1000,pop41,654
1000,pop42,391
1000,pop43,624
1000,pop44,1374
1000,pop45,959
1000,pop46,790
1000,pop47,181
1000,pop48,920
1000,pop49,289
1000,pop50,2901
1000,pop51,2406
1000,pop52,3297
1000,pop53,2400
1000,pop54,294
1000,pop55,932
1000,pop56,1448
1000,pop57,136
