time,node,sf
100,pop12,b
100,pop12,a
100,pop12,c
100,pop17,b
100,pop17,a
100,pop17,c
100,pop17,d
100,pop17,e
100,pop30,d
100,pop30,e
100,pop30,b
100,pop30,a
100,pop33,a
100,pop33,b
100,pop33,c
100,pop39,c
100,pop39,a
100,pop39,b
100,pop42,a
100,pop42,c
100,pop42,b
100,pop42,d
100,pop42,e
100,pop44,a
100,pop44,b
100,pop44,c
100,pop44,d
100,pop50,c
100,pop50,b
100,pop50,d
100,pop50,e
100,pop50,a
100,pop52,a
100,pop52,c
100,pop53,b
100,pop53,a
100,pop53,c
100,pop25,a
100,pop25,c
100,pop31,a
100,pop31,b
100,pop46,d
100,pop46,a
100,pop46,b
100,pop46,e
100,pop46,c
100,pop27,b
100,pop27,a
100,pop27,c
100,pop27,e
100,pop55,c
100,pop55,a
100,pop55,b
100,pop26,d
100,pop32,a
100,pop32,c
100,pop32,b
100,pop51,c
100,pop19,d
100,pop19,e
100,pop38,d
100,pop38,e
100,pop34,d
100,pop34,e
100,pop34,a
100,pop34,b
100,pop48,d
100,pop48,e
100,pop37,d
100,pop37,e
100,pop56,c
100,pop22,b
100,pop22,a
100,pop22,c
100,pop49,d
100,pop49,e
100,pop57,b
100,pop57,a
200,pop12,c
200,pop12,d
200,pop12,e
200,pop12,a
200,pop12,b
200,pop17,c
200,pop17,d
200,pop17,b
200,pop17,e
200,pop17,a
200,pop20,c
200,pop20,a
200,pop20,b
200,pop30,e
200,pop30,d
200,pop33,a
200,pop33,b
200,pop33,c
200,pop33,d
200,pop39,b
200,pop39,c
200,pop39,e
200,pop39,a
200,pop39,d
200,pop42,d
200,pop42,e
200,pop42,a
200,pop44,a
200,pop44,b
200,pop44,c
200,pop50,b
200,pop50,a
200,pop50,c
200,pop52,b
200,pop52,d
200,pop52,a
200,pop52,c
200,pop52,e
200,pop53,b
200,pop53,a
200,pop53,c
200,pop25,b
200,pop25,a
200,pop25,c
200,pop31,d
200,pop31,e
200,pop46,a
200,pop46,b
200,pop46,c
200,pop27,b
200,pop27,c
200,pop27,a
200,pop27,d
200,pop27,e
200,pop26,b
200,pop26,a
200,pop26,c
200,pop32,b
200,pop32,c
200,pop32,a
200,pop51,d
200,pop51,e
200,pop51,b
200,pop19,a
200,pop19,b
200,pop19,c
200,pop14,b
200,pop14,a
200,pop34,a
200,pop34,b
200,pop34,c
200,pop48,d
200,pop48,b
200,pop48,e
200,pop37,b
200,pop37,a
200,pop37,c
200,pop56,b
200,pop56,d
200,pop56,a
200,pop56,e
200,pop56,c
200,pop54,b
200,pop54,a
200,pop54,c
200,pop18,d
200,pop18,e
200,pop13,a
200,pop13,b
200,pop13,c
200,pop9,b
200,pop9,d
200,pop9,a
200,pop9,e
200,pop9,c
300,pop12,b
300,pop12,d
300,pop12,e
300,pop12,a
300,pop12,c
300,pop17,d
300,pop17,b
300,pop17,a
300,pop17,e
300,pop17,c
300,pop20,c
300,pop30,d
300,pop30,e
300,pop30,a
300,pop30,b
300,pop30,c
300,pop33,a
300,pop33,b
300,pop33,c
300,pop39,b
300,pop39,c
300,pop39,a
300,pop42,d
300,pop42,e
300,pop42,a
300,pop44,b
300,pop44,e
300,pop44,c
300,pop44,a
300,pop50,e
300,pop50,d
300,pop50,c
300,pop50,b
300,pop52,b
300,pop52,c
300,pop53,a
300,pop53,b
300,pop53,c
300,pop25,b
300,pop25,a
300,pop25,c
300,pop31,a
300,pop31,b
300,pop31,c
300,pop27,d
300,pop27,c
300,pop27,e
300,pop27,b
300,pop26,d
300,pop26,b
300,pop26,a
300,pop26,e
300,pop26,c
300,pop32,e
300,pop32,a
300,pop32,b
300,pop51,b
300,pop51,a
300,pop19,c
300,pop19,e
300,pop19,a
300,pop19,b
300,pop38,d
300,pop38,e
300,pop34,a
300,pop34,b
300,pop48,d
300,pop48,e
300,pop37,c
300,pop56,b
300,pop56,a
300,pop56,c
300,pop54,b
300,pop54,a
300,pop29,c
300,pop18,d
300,pop18,b
300,pop18,e
300,pop18,a
300,pop18,c
400,pop12,e
400,pop12,d
400,pop12,b
400,pop12,a
400,pop17,b
400,pop17,c
400,pop17,a
400,pop20,d
400,pop20,e
400,pop30,c
400,pop30,b
400,pop30,a
400,pop33,b
400,pop33,a
400,pop33,d
400,pop33,c
400,pop33,e
400,pop39,c
400,pop39,e
400,pop39,b
400,pop39,a
400,pop42,a
400,pop42,b
400,pop42,c
400,pop42,d
400,pop42,e
400,pop44,b
400,pop44,a
400,pop44,c
400,pop50,d
400,pop50,e
400,pop50,a
400,pop50,b
400,pop50,c
400,pop52,e
400,pop52,a
400,pop52,b
400,pop52,d
400,pop25,e
400,pop25,d
400,pop31,d
400,pop31,e
400,pop46,b
400,pop46,a
400,pop46,c
400,pop27,b
400,pop27,a
400,pop27,c
400,pop26,b
400,pop26,c
400,pop32,d
400,pop32,b
400,pop32,e
400,pop32,a
400,pop51,b
400,pop51,a
400,pop51,c
400,pop19,a
400,pop19,c
400,pop19,d
400,pop19,e
400,pop14,a
400,pop14,c
400,pop38,b
400,pop34,e
400,pop34,b
400,pop34,c
400,pop34,a
400,pop48,c
400,pop48,a
400,pop37,c
400,pop56,a
400,pop56,d
400,pop56,b
400,pop56,e
400,pop56,c
400,pop54,b
400,pop54,a
400,pop54,c
400,pop35,a
400,pop29,a
400,pop29,b
400,pop29,c
500,pop12,b
500,pop12,c
500,pop12,a
500,pop17,b
500,pop17,d
500,pop17,a
500,pop17,e
500,pop17,c
500,pop20,d
500,pop20,e
500,pop20,a
500,pop30,b
500,pop30,a
500,pop30,d
500,pop30,e
500,pop30,c
500,pop33,b
500,pop33,a
500,pop33,c
500,pop39,c
500,pop39,b
500,pop39,d
500,pop39,a
500,pop39,e
500,pop42,c
500,pop42,d
500,pop42,e
500,pop42,a
500,pop42,b
500,pop44,c
500,pop44,a
500,pop44,b
500,pop50,b
500,pop50,d
500,pop50,a
500,pop50,e
500,pop50,c
500,pop52,c
500,pop52,b
500,pop52,d
500,pop53,a
500,pop53,c
500,pop25,b
500,pop25,c
500,pop25,d
500,pop31,a
500,pop31,b
500,pop46,a
500,pop27,c
500,pop27,a
500,pop26,b
500,pop26,c
500,pop32,b
500,pop32,a
500,pop32,c
500,pop51,a
500,pop51,b
500,pop51,c
500,pop19,b
500,pop19,c
500,pop19,a
500,pop34,a
500,pop34,c
500,pop48,c
500,pop56,e
500,pop56,b
500,pop56,c
500,pop18,d
500,pop18,e
500,pop13,b
500,pop13,a
500,pop13,d
500,pop13,e
500,pop13,c
600,pop12,a
600,pop12,b
600,pop17,c
600,pop17,d
600,pop17,e
600,pop17,b
600,pop20,c
600,pop20,b
600,pop20,a
600,pop30,e
600,pop30,a
600,pop30,b
600,pop33,b
600,pop33,a
600,pop33,d
600,pop33,e
600,pop33,c
600,pop39,d
600,pop39,b
600,pop39,e
600,pop39,a
600,pop39,c
600,pop42,d
600,pop44,c
600,pop44,a
600,pop44,b
600,pop44,d
600,pop50,c
600,pop50,b
600,pop50,a
600,pop52,b
600,pop52,c
600,pop52,a
600,pop53,a
600,pop53,b
600,pop53,c
600,pop25,b
600,pop25,c
600,pop25,a
600,pop31,c
600,pop31,b
600,pop31,a
600,pop46,a
600,pop46,c
600,pop46,b
600,pop27,b
600,pop27,a
600,pop27,c
600,pop26,d
600,pop26,a
600,pop26,e
600,pop26,b
600,pop26,c
600,pop32,e
600,pop32,b
600,pop32,d
600,pop32,a
600,pop51,e
600,pop51,b
600,pop51,a
600,pop51,d
600,pop51,c
600,pop19,d
600,pop19,b
600,pop19,e
600,pop19,a
600,pop19,c
600,pop7,a
600,pop7,c
600,pop38,d
600,pop38,e
600,pop34,c
600,pop34,a
600,pop48,d
600,pop48,e
600,pop37,c
600,pop56,a
600,pop56,b
600,pop56,e
600,pop56,c
600,pop54,b
600,pop54,e
600,pop54,a
600,pop54,c
600,pop57,b
600,pop57,a
600,pop57,c
700,pop12,a
700,pop12,b
700,pop12,c
700,pop17,b
700,pop17,d
700,pop17,a
700,pop17,e
700,pop17,c
700,pop20,a
700,pop20,b
700,pop20,c
700,pop30,c
700,pop30,d
700,pop30,e
700,pop33,b
700,pop33,e
700,pop33,c
700,pop33,a
700,pop39,c
700,pop39,b
700,pop39,a
700,pop39,d
700,pop39,e
700,pop42,b
700,pop42,c
700,pop42,a
700,pop42,d
700,pop42,e
700,pop44,a
700,pop44,c
700,pop44,b
700,pop50,c
700,pop50,d
700,pop50,e
700,pop50,a
700,pop52,a
700,pop52,b
700,pop52,c
700,pop53,e
700,pop53,a
700,pop53,b
700,pop25,b
700,pop25,c
700,pop25,a
700,pop31,d
700,pop31,e
700,pop46,b
700,pop46,c
700,pop27,a
700,pop27,d
700,pop27,b
700,pop27,e
700,pop27,c
700,pop26,b
700,pop26,c
700,pop32,d
700,pop32,e
700,pop32,a
700,pop32,b
700,pop32,c
700,pop51,b
700,pop51,c
700,pop19,d
700,pop19,e
700,pop19,b
700,pop19,a
700,pop7,c
700,pop34,c
700,pop34,d
700,pop34,e
700,pop48,a
700,pop48,b
700,pop37,c
700,pop56,a
700,pop56,b
700,pop56,c
700,pop35,d
700,pop35,b
700,pop35,e
700,pop35,a
700,pop35,c
700,pop13,d
700,pop13,e
800,pop12,c
800,pop12,a
800,pop12,b
800,pop17,b
800,pop17,a
800,pop17,c
800,pop17,d
800,pop20,b
800,pop20,a
800,pop20,c
800,pop30,c
800,pop30,d
800,pop30,b
800,pop33,e
800,pop33,d
800,pop33,a
800,pop33,b
800,pop39,c
800,pop39,d
800,pop39,e
800,pop39,a
800,pop42,a
800,pop42,b
800,pop42,c
800,pop42,d
800,pop42,e
800,pop44,d
800,pop44,e
800,pop44,a
800,pop44,b
800,pop50,d
800,pop50,a
800,pop50,e
800,pop50,b
800,pop50,c
800,pop52,b
800,pop52,c
800,pop52,d
800,pop52,e
800,pop52,a
800,pop53,b
800,pop53,a
800,pop25,c
800,pop25,d
800,pop25,e
800,pop31,b
800,pop31,c
800,pop46,a
800,pop46,c
800,pop46,b
800,pop27,a
800,pop27,b
800,pop27,c
800,pop26,e
800,pop26,a
800,pop26,b
800,pop32,c
800,pop32,a
800,pop32,b
800,pop51,c
800,pop51,a
800,pop19,a
800,pop19,c
800,pop19,b
800,pop34,c
800,pop34,d
800,pop48,b
800,pop48,d
800,pop48,e
800,pop48,a
800,pop48,c
800,pop37,a
800,pop37,c
800,pop56,d
800,pop56,b
800,pop56,e
800,pop56,a
800,pop56,c
800,pop49,c
800,pop35,c
800,pop13,a
800,pop13,b
800,pop13,c
800,pop28,a
900,pop12,a
900,pop12,b
900,pop12,c
900,pop17,a
900,pop17,c
900,pop17,b
900,pop20,a
900,pop20,b
900,pop20,c
900,pop30,d
900,pop30,e
900,pop30,a
900,pop33,d
900,pop33,e
900,pop33,a
900,pop33,b
900,pop33,c
900,pop39,a
900,pop39,c
900,pop39,b
900,pop39,d
900,pop42,d
900,pop42,e
900,pop42,a
900,pop42,b
900,pop44,b
900,pop44,e
900,pop44,a
900,pop44,c
900,pop44,d
900,pop50,a
900,pop50,b
900,pop50,c
900,pop50,d
900,pop50,e
900,pop52,b
900,pop52,c
900,pop52,a
900,pop53,a
900,pop53,c
900,pop53,b
900,pop25,c
900,pop25,b
900,pop25,a
900,pop31,d
900,pop46,a
900,pop46,c
900,pop27,a
900,pop27,b
900,pop27,c
900,pop27,d
900,pop27,e
900,pop26,a
900,pop26,b
900,pop26,c
900,pop32,a
900,pop32,b
900,pop32,c
900,pop51,e
900,pop51,a
900,pop51,c
900,pop19,a
900,pop19,b
900,pop14,a
900,pop14,b
900,pop14,c
900,pop38,d
900,pop38,e
900,pop34,b
900,pop34,c
900,pop48,e
900,pop37,a
900,pop37,b
900,pop37,c
900,pop56,b
900,pop56,a
900,pop54,e
900,pop35,d
900,pop35,e
900,pop18,e
900,pop18,b
900,pop9,b
900,pop9,a
900,pop9,c
1000,pop12,d
1000,pop12,e
1000,pop17,b
1000,pop17,c
1000,pop17,a
1000,pop20,b
1000,pop20,c
1000,pop30,a
1000,pop30,b
1000,pop30,c
1000,pop30,d
1000,pop33,c
1000,pop33,a
1000,pop33,b
1000,pop39,a
1000,pop39,b
1000,pop39,e
1000,pop39,c
1000,pop42,b
1000,pop42,a
1000,pop42,c
1000,pop42,d
1000,pop42,e
1000,pop44,b
1000,pop44,a
1000,pop44,c
1000,pop50,a
1000,pop50,c
