time,node,decisions
1000,pop0,14
1000,pop1,259
1000,pop2,130
1000,pop3,15
1000,pop4,0
1000,pop5,0
1000,pop6,209
1000,pop7,246
1000,pop8,0
1000,pop9,31
1000,pop10,11
1000,pop11,11
1000,pop12,613
1000,pop13,114
1000,pop14,181
1000,pop15,113
1000,pop16,140
1000,pop17,761
1000,pop18,210
1000,pop19,584
1000,pop20,686
1000,pop21,104
1000,pop22,120
1000,pop23,115
1000,pop24,126
1000,pop25,357
1000,pop26,293
1000,pop27,522
1000,pop28,39
1000,pop29,176
1000,pop30,583
1000,pop31,342
1000,pop32,440
1000,pop33,716
1000,pop34,303
1000,pop35,133
1000,pop36,0
1000,pop37,176
1000,pop38,131
1000,pop39,668
1000,pop40,0
1000,pop41,0
1000,pop42,527
1000,pop43,11
1000,pop44,1128
1000,pop45,550
1000,pop46,761
1000,pop47,11
1000,pop48,486
1000,pop49,150
1000,pop50,1840
1000,pop51,1107
1000,pop52,1546
1000,pop53,889
1000,pop54,81
1000,pop55,345
1000,pop56,622
1000,pop57,153
