time,node,decisions
1000,pop0,799
1000,pop1,169
1000,pop2,517
1000,pop3,548
1000,pop4,103
1000,pop5,259
1000,pop6,248
1000,pop7,248
1000,pop8,442
1000,pop9,441
1000,pop10,0
1000,pop11,352
1000,pop12,0
1000,pop13,0
1000,pop14,735
1000,pop15,1593
1000,pop16,202
1000,pop17,1609
1000,pop18,621
1000,pop19,833
1000,pop20,4418
1000,pop21,523
1000,pop22,278
1000,pop23,223
1000,pop24,3438
1000,pop25,755
1000,pop26,513
1000,pop27,3730
1000,pop28,1013
1000,pop29,2384
1000,pop30,0
1000,pop31,210
1000,pop32,1457
1000,pop33,1735
1000,pop34,1032
1000,pop35,519
1000,pop36,254
1000,pop37,225
1000,pop38,277
1000,pop39,1089
1000,pop40,127
1000,pop41,2204
1000,pop42,781
1000,pop43,410
1000,pop44,1084
1000,pop45,651
1000,pop46,0
1000,pop47,6
1000,pop48,2
1000,pop49,235
1000,pop50,489
1000,pop51,529
1000,pop52,0
1000,pop53,1
1000,pop54,228
1000,pop55,0
1000,pop56,221
1000,pop57,206
1000,pop58,181
1000,pop59,64
1000,pop60,6
1000,pop61,2128
1000,pop62,948
1000,pop63,0
1000,pop64,190
1000,pop65,0
1000,pop66,333
1000,pop67,812
1000,pop68,2
1000,pop69,213
1000,pop70,3539
1000,pop71,633
1000,pop72,660
1000,pop73,484
1000,pop74,0
1000,pop75,253
1000,pop76,275
1000,pop77,2634
1000,pop78,291
1000,pop79,2584
1000,pop80,944
1000,pop81,4558
1000,pop82,1207
1000,pop83,190
1000,pop84,5
1000,pop85,256
1000,pop86,2114
1000,pop87,542
1000,pop88,629
1000,pop89,918
1000,pop90,2194
1000,pop91,777
1000,pop92,1041
1000,pop93,926
1000,pop94,2573
1000,pop95,516
1000,pop96,211
1000,pop97,591
1000,pop98,520
1000,pop99,897
1000,pop100,20
1000,pop101,1214
1000,pop102,956
1000,pop103,1331
1000,pop104,170
1000,pop105,2166
1000,pop106,774
1000,pop107,2637
1000,pop108,1670
1000,pop109,1473
1000,pop110,3190
1000,pop111,1305
1000,pop112,1494
1000,pop113,62
1000,pop114,2139
1000,pop115,2234
1000,pop116,3515
1000,pop117,417
1000,pop118,676
1000,pop119,596
1000,pop120,287
1000,pop121,2930
1000,pop122,81
1000,pop123,1139
1000,pop124,3782
1000,pop125,4629
1000,pop126,242
1000,pop127,266
1000,pop128,647
1000,pop129,3454
1000,pop130,3202
1000,pop131,7762
1000,pop132,3521
1000,pop133,595
1000,pop134,232
1000,pop135,366
1000,pop136,201
1000,pop137,19
1000,pop138,1005
1000,pop139,1188
1000,pop140,2076
1000,pop141,4719
1000,pop142,1724
1000,pop143,0
1000,pop144,3991
1000,pop145,736
1000,pop146,0
1000,pop147,0
1000,pop148,487
