time,node,sf
100,pop15,b
100,pop15,a
100,pop15,c
100,pop15,e
100,pop15,d
100,pop46,a
100,pop46,c
100,pop46,b
100,pop46,d
100,pop46,e
100,pop21,b
100,pop21,a
100,pop21,c
100,pop21,d
100,pop21,e
100,pop50,b
100,pop50,a
100,pop50,d
100,pop50,e
100,pop50,c
100,pop36,a
100,pop36,e
100,pop36,c
100,pop36,b
100,pop36,d
100,pop18,b
100,pop18,a
100,pop18,c
100,pop35,d
100,pop35,e
100,pop35,b
100,pop35,a
100,pop39,d
100,pop39,a
100,pop39,b
100,pop28,a
100,pop28,d
100,pop30,a
100,pop30,b
100,pop30,d
100,pop30,c
100,pop51,d
100,pop51,b
100,pop51,a
100,pop51,c
100,pop51,e
100,pop16,c
100,pop16,d
100,pop16,a
100,pop16,b
100,pop22,c
100,pop22,d
100,pop22,a
100,pop22,e
100,pop22,b
100,pop3,d
100,pop3,e
100,pop3,c
100,pop3,a
100,pop6,c
100,pop6,a
100,pop6,b
100,pop6,d
100,pop45,d
100,pop53,a
100,pop53,c
100,pop53,b
100,pop49,e
100,pop10,d
100,pop10,e
100,pop10,b
100,pop38,c
100,pop38,d
100,pop38,e
100,pop31,a
100,pop9,d
100,pop9,c
100,pop40,d
100,pop40,e
200,pop15,a
200,pop15,e
200,pop15,b
200,pop15,c
200,pop15,d
200,pop46,a
200,pop46,b
200,pop46,c
200,pop46,d
200,pop21,b
200,pop21,a
200,pop21,c
200,pop21,d
200,pop21,e
200,pop50,b
200,pop50,a
200,pop50,c
200,pop50,d
200,pop50,e
200,pop36,a
200,pop36,c
200,pop36,b
200,pop36,e
200,pop36,d
200,pop18,c
200,pop18,d
200,pop18,e
200,pop18,b
200,pop35,d
200,pop35,e
200,pop39,c
200,pop39,b
200,pop39,d
200,pop39,a
200,pop28,a
200,pop28,b
200,pop28,c
200,pop30,c
200,pop30,b
200,pop30,a
200,pop51,a
200,pop51,e
200,pop51,b
200,pop51,d
200,pop51,c
200,pop16,d
200,pop16,b
200,pop16,a
200,pop16,e
200,pop16,c
200,pop22,a
200,pop22,b
200,pop22,c
200,pop3,a
200,pop3,c
200,pop3,d
200,pop3,b
200,pop3,e
200,pop6,c
200,pop6,a
200,pop6,e
200,pop45,b
200,pop45,a
200,pop45,c
200,pop53,b
200,pop53,e
200,pop53,a
200,pop49,b
200,pop49,a
200,pop49,c
200,pop0,b
200,pop0,c
200,pop0,a
200,pop10,b
200,pop10,c
200,pop10,a
200,pop10,d
200,pop10,e
200,pop7,a
200,pop38,e
200,pop38,a
200,pop38,b
200,pop38,c
200,pop31,c
200,pop31,a
200,pop31,b
300,pop15,a
300,pop15,b
300,pop15,c
300,pop15,d
300,pop46,d
300,pop46,e
300,pop46,b
300,pop46,a
300,pop21,a
300,pop21,e
300,pop21,b
300,pop21,d
300,pop21,c
300,pop50,b
300,pop50,a
300,pop50,c
300,pop50,e
300,pop50,d
300,pop36,a
300,pop36,c
300,pop36,b
300,pop36,d
300,pop36,e
300,pop18,b
300,pop18,d
300,pop18,a
300,pop18,e
300,pop18,c
300,pop35,a
300,pop35,c
300,pop35,d
300,pop35,b
300,pop35,e
300,pop39,b
300,pop39,c
300,pop39,a
300,pop39,d
300,pop39,e
300,pop28,e
300,pop28,d
300,pop28,c
300,pop28,b
300,pop30,a
300,pop30,b
300,pop51,d
300,pop51,e
300,pop51,b
300,pop51,a
300,pop51,c
300,pop16,c
300,pop16,b
