time,node,decisions
1000,pop0,120
1000,pop1,587
1000,pop2,382
1000,pop3,624
1000,pop4,214
1000,pop5,220
1000,pop6,567
1000,pop7,450
1000,pop8,0
1000,pop9,214
1000,pop10,233
1000,pop11,17
1000,pop12,1238
1000,pop13,226
1000,pop14,373
1000,pop15,261
1000,pop16,708
1000,pop17,460
1000,pop18,1287
1000,pop19,752
1000,pop20,1216
1000,pop21,1601
1000,pop22,2946
1000,pop23,1417
1000,pop24,333
1000,pop25,0
1000,pop26,83
1000,pop27,863
1000,pop28,0
1000,pop29,291
1000,pop30,551
1000,pop31,643
1000,pop32,2561
1000,pop33,2937
1000,pop34,861
1000,pop35,102
1000,pop36,0
1000,pop37,9
1000,pop38,244
1000,pop39,315
1000,pop40,900
1000,pop41,246
1000,pop42,224
1000,pop43,255
1000,pop44,3760
1000,pop45,791
1000,pop46,1876
1000,pop47,215
1000,pop48,681
1000,pop49,623
1000,pop50,3656
1000,pop51,2942
1000,pop52,2592
1000,pop53,1281
1000,pop54,0
1000,pop55,421
1000,pop56,823
1000,pop57,253
