time,node,decisions
1000,pop0,219
1000,pop1,629
1000,pop2,0
1000,pop3,576
1000,pop4,186
1000,pop5,0
1000,pop6,0
1000,pop7,406
1000,pop8,186
1000,pop9,190
1000,pop10,2
1000,pop11,7
1000,pop12,181
1000,pop13,662
1000,pop14,825
1000,pop15,622
1000,pop16,0
1000,pop17,0
1000,pop18,304
1000,pop19,122
1000,pop20,249
1000,pop21,12
1000,pop22,160
1000,pop23,534
1000,pop24,206
1000,pop25,300
1000,pop26,548
1000,pop27,1310
1000,pop28,182
1000,pop29,192
1000,pop30,1314
1000,pop31,0
1000,pop32,765
1000,pop33,0
1000,pop34,36
1000,pop35,181
1000,pop36,0
1000,pop37,0
1000,pop38,852
1000,pop39,702
1000,pop40,0
1000,pop41,80
1000,pop42,1168
1000,pop43,42
1000,pop44,773
1000,pop45,288
1000,pop46,1105
1000,pop47,0
1000,pop48,551
1000,pop49,0
1000,pop50,1849
1000,pop51,1958
1000,pop52,2799
1000,pop53,1822
1000,pop54,0
1000,pop55,602
1000,pop56,308
1000,pop57,0
