time,node,sf
100,pop2,b
100,pop2,a
100,pop2,c
100,pop2,d
100,pop10,a
100,pop10,b
100,pop10,c
100,pop16,c
100,pop16,b
100,pop16,a
100,pop16,d
100,pop16,e
100,pop23,b
100,pop23,c
100,pop23,a
100,pop23,d
100,pop36,d
100,pop36,e
100,pop36,b
100,pop36,a
100,pop36,c
100,pop51,c
100,pop51,a
100,pop51,e
100,pop51,b
100,pop52,c
100,pop52,e
100,pop52,a
100,pop52,b
100,pop28,e
200,pop2,d
200,pop2,e
200,pop2,b
200,pop2,a
200,pop2,c
200,pop10,a
200,pop10,c
200,pop10,e
200,pop10,b
200,pop16,b
200,pop16,c
200,pop16,d
200,pop16,e
200,pop16,a
200,pop23,b
200,pop23,a
200,pop23,c
200,pop23,d
200,pop36,b
200,pop36,a
200,pop36,c
200,pop36,d
200,pop36,e
200,pop51,b
200,pop51,a
200,pop51,c
200,pop51,d
200,pop51,e
200,pop52,a
200,pop52,e
200,pop52,c
200,pop52,d
200,pop52,b
300,pop2,c
300,pop2,d
300,pop2,e
300,pop10,a
300,pop10,b
300,pop10,c
300,pop10,d
300,pop10,e
300,pop16,d
300,pop16,e
300,pop16,b
300,pop16,a
300,pop16,c
300,pop23,a
300,pop23,b
300,pop23,c
300,pop23,d
300,pop23,e
300,pop36,b
300,pop36,a
300,pop36,c
300,pop36,d
300,pop36,e
300,pop51,e
300,pop51,d
300,pop51,a
300,pop51,b
300,pop51,c
300,pop52,c
300,pop52,a
300,pop52,b
300,pop52,e
300,pop52,d
400,pop2,b
400,pop2,c
400,pop2,a
400,pop10,a
400,pop10,c
400,pop10,b
400,pop10,d
400,pop16,d
400,pop16,e
400,pop16,a
400,pop16,b
400,pop16,c
400,pop23,a
400,pop23,b
400,pop23,c
400,pop23,d
400,pop23,e
400,pop36,a
400,pop36,c
400,pop36,b
400,pop36,d
400,pop36,e
400,pop51,b
400,pop51,a
400,pop51,c
400,pop51,d
400,pop51,e
400,pop52,c
400,pop52,b
400,pop52,d
400,pop52,e
400,pop52,a
500,pop2,a
500,pop2,b
500,pop2,c
500,pop2,d
500,pop2,e
500,pop10,e
500,pop10,b
500,pop10,a
500,pop10,c
500,pop10,d
500,pop16,b
500,pop16,a
500,pop16,c
500,pop16,d
500,pop16,e
500,pop23,a
500,pop23,b
500,pop23,c
500,pop23,d
500,pop23,e
500,pop36,c
500,pop36,a
500,pop36,b
500,pop36,d
500,pop51,b
500,pop51,a
500,pop51,c
500,pop51,d
500,pop51,e
500,pop52,e
500,pop52,a
500,pop52,b
500,pop52,c
600,pop2,b
600,pop2,a
600,pop2,c
600,pop2,d
600,pop2,e
600,pop10,b
600,pop10,e
600,pop10,a
600,pop10,c
600,pop16,b
600,pop16,c
600,pop16,d
600,pop16,e
600,pop16,a
600,pop23,c
600,pop23,b
600,pop23,a
600,pop36,b
600,pop36,d
600,pop36,c
600,pop36,a
600,pop36,e
600,pop51,a
600,pop51,c
600,pop51,b
600,pop52,b
600,pop52,a
600,pop52,c
600,pop52,d
600,pop52,e
700,pop2,a
700,pop2,c
700,pop2,b
700,pop2,d
700,pop2,e
700,pop10,b
700,pop10,a
700,pop10,c
700,pop10,d
700,pop10,e
700,pop16,b
700,pop16,c
700,pop16,e
700,pop16,d
700,pop16,a
700,pop23,a
700,pop23,c
700,pop23,d
700,pop23,e
700,pop23,b
700,pop36,c
700,pop36,b
700,pop36,d
700,pop36,e
700,pop36,a
700,pop51,b
700,pop51,c
700,pop51,a
700,pop51,d
700,pop51,e
700,pop52,d
700,pop52,e
700,pop52,b
700,pop52,a
700,pop52,c
800,pop2,c
800,pop2,b
800,pop2,a
800,pop2,d
800,pop2,e
800,pop10,a
800,pop10,c
800,pop10,d
800,pop10,e
800,pop10,b
800,pop16,e
800,pop16,b
800,pop16,a
800,pop16,c
800,pop23,e
800,pop23,d
800,pop23,b
800,pop23,a
800,pop23,c
800,pop36,b
800,pop36,c
800,pop36,d
800,pop36,e
800,pop36,a
800,pop51,b
800,pop51,c
800,pop51,a
800,pop51,d
800,pop51,e
800,pop52,b
800,pop52,a
800,pop52,e
800,pop52,d
800,pop52,c
900,pop2,d
900,pop2,e
900,pop2,a
900,pop2,b
900,pop2,c
900,pop10,e
900,pop10,a
900,pop10,c
900,pop10,b
900,pop16,e
900,pop16,c
900,pop16,a
900,pop16,b
900,pop16,d
900,pop23,a
900,pop23,e
900,pop23,b
900,pop23,c
900,pop23,d
900,pop36,b
900,pop36,a
900,pop36,c
900,pop36,d
900,pop36,e
900,pop51,b
900,pop51,a
900,pop51,d
900,pop51,c
900,pop51,e
900,pop52,a
900,pop52,e
900,pop52,b
1000,pop2,c
1000,pop2,a
1000,pop2,b
1000,pop2,d
1000,pop2,e
1000,pop10,a
1000,pop10,b
1000,pop10,c
1000,pop16,b
1000,pop16,a
1000,pop16,c
1000,pop16,d
1000,pop16,e
1000,pop23,a
1000,pop23,b
1000,pop23,d
1000,pop23,c
1000,pop23,e
1000,pop36,c
1000,pop36,d
1000,pop36,b
1000,pop36,e
1000,pop36,a
1000,pop51,a
1000,pop51,b
1000,pop51,c
1000,pop51,d
1000,pop51,e
1000,pop52,a
1000,pop52,b
1000,pop52,c
1000,pop52,d
1000,pop52,e
