time,node,decisions
1000,pop0,13
1000,pop1,532
1000,pop2,24
1000,pop3,31
1000,pop4,210
1000,pop5,834
1000,pop6,268
1000,pop7,20
1000,pop8,24
1000,pop9,43
1000,pop10,866
1000,pop11,262
1000,pop12,382
1000,pop13,16
1000,pop14,874
1000,pop15,33
1000,pop16,250
1000,pop17,247
1000,pop18,379
1000,pop19,1110
1000,pop20,573
1000,pop21,665
1000,pop22,898
1000,pop23,391
1000,pop24,834
1000,pop25,26
1000,pop26,841
1000,pop27,300
1000,pop28,355
1000,pop29,15
1000,pop30,245
1000,pop31,306
1000,pop32,233
1000,pop33,469
1000,pop34,56
1000,pop35,67
1000,pop36,1035
1000,pop37,77
1000,pop38,648
1000,pop39,407
1000,pop40,113
1000,pop41,537
1000,pop42,461
1000,pop43,1255
1000,pop44,1050
1000,pop45,24
1000,pop46,792
1000,pop47,254
1000,pop48,517
1000,pop49,67
1000,pop50,3271
1000,pop51,3269
1000,pop52,1627
1000,pop53,1501
1000,pop54,28
1000,pop55,265
1000,pop56,710
1000,pop57,23
