time,node,decisions
1000,pop0,26
1000,pop1,692
1000,pop2,394
1000,pop3,19
1000,pop4,392
1000,pop5,493
1000,pop6,673
1000,pop7,960
1000,pop8,5
1000,pop9,566
1000,pop10,1328
1000,pop11,725
1000,pop12,615
1000,pop13,515
1000,pop14,725
1000,pop15,319
1000,pop16,835
1000,pop17,1056
1000,pop18,1278
1000,pop19,1261
1000,pop20,1683
1000,pop21,813
1000,pop22,782
1000,pop23,982
1000,pop24,565
1000,pop25,466
1000,pop26,118
1000,pop27,709
1000,pop28,612
1000,pop29,448
1000,pop30,820
1000,pop31,417
1000,pop32,999
1000,pop33,1444
1000,pop34,580
1000,pop35,607
1000,pop36,452
1000,pop37,476
1000,pop38,738
1000,pop39,811
1000,pop40,154
1000,pop41,120
1000,pop42,720
1000,pop43,651
1000,pop44,1619
1000,pop45,1026
1000,pop46,1746
1000,pop47,685
1000,pop48,1476
1000,pop49,747
1000,pop50,3654
1000,pop51,3547
1000,pop52,3314
1000,pop53,2556
1000,pop54,552
1000,pop55,824
1000,pop56,1638
1000,pop57,741
