time,node,decisions
1000,pop0,35
1000,pop1,401
1000,pop2,222
1000,pop3,47
1000,pop4,407
1000,pop5,579
1000,pop6,343
1000,pop7,405
1000,pop8,0
1000,pop9,713
1000,pop10,968
1000,pop11,586
1000,pop12,812
1000,pop13,653
1000,pop14,879
1000,pop15,174
1000,pop16,753
1000,pop17,908
1000,pop18,1042
1000,pop19,1115
1000,pop20,1062
1000,pop21,409
1000,pop22,390
1000,pop23,717
1000,pop24,399
1000,pop25,481
1000,pop26,383
1000,pop27,842
1000,pop28,249
1000,pop29,461
1000,pop30,742
1000,pop31,383
1000,pop32,585
1000,pop33,885
1000,pop34,324
1000,pop35,221
1000,pop36,296
1000,pop37,199
1000,pop38,843
1000,pop39,781
1000,pop40,45
1000,pop41,30
1000,pop42,641
1000,pop43,721
1000,pop44,1698
1000,pop45,949
1000,pop46,1290
1000,pop47,516
1000,pop48,758
1000,pop49,279
1000,pop50,2915
1000,pop51,2681
1000,pop52,2713
1000,pop53,1602
1000,pop54,166
1000,pop55,798
1000,pop56,1128
1000,pop57,250
