time,node,decisions
1000,pop0,58
1000,pop1,1568
1000,pop2,100
1000,pop3,116
1000,pop4,120
1000,pop5,23
1000,pop6,441
1000,pop7,682
1000,pop8,377
1000,pop9,475
1000,pop10,251
1000,pop11,236
1000,pop12,37
1000,pop13,671
1000,pop14,1433
1000,pop15,388
1000,pop16,418
1000,pop17,1365
1000,pop18,391
1000,pop19,1519
1000,pop20,22
1000,pop21,258
1000,pop22,291
1000,pop23,758
1000,pop24,278
1000,pop25,616
1000,pop26,88
1000,pop27,416
1000,pop28,864
1000,pop29,38
1000,pop30,26
1000,pop31,268
1000,pop32,913
1000,pop33,537
1000,pop34,49
1000,pop35,940
1000,pop36,1354
1000,pop37,437
1000,pop38,154
1000,pop39,303
1000,pop40,57
1000,pop41,729
1000,pop42,453
1000,pop43,2426
1000,pop44,1393
1000,pop45,1081
1000,pop46,1028
1000,pop47,165
1000,pop48,341
1000,pop49,35
1000,pop50,4135
1000,pop51,4233
1000,pop52,4905
1000,pop53,2897
1000,pop54,1599
1000,pop55,44
1000,pop56,636
1000,pop57,31
