time,node,decisions
1000,pop0,268
1000,pop1,2
1000,pop2,1954
1000,pop3,1997
1000,pop4,416
1000,pop5,828
1000,pop6,243
1000,pop7,39
1000,pop8,11
1000,pop9,612
1000,pop10,391
1000,pop11,975
1000,pop12,0
1000,pop13,4
1000,pop14,406
1000,pop15,401
1000,pop16,1192
1000,pop17,1639
1000,pop18,182
1000,pop19,933
1000,pop20,5200
1000,pop21,116
1000,pop22,313
1000,pop23,318
1000,pop24,1105
1000,pop25,1296
1000,pop26,303
1000,pop27,775
1000,pop28,640
1000,pop29,3038
1000,pop30,0
1000,pop31,996
1000,pop32,1688
1000,pop33,2817
1000,pop34,1313
1000,pop35,1661
1000,pop36,1616
1000,pop37,829
1000,pop38,246
1000,pop39,967
1000,pop40,424
1000,pop41,2469
1000,pop42,468
1000,pop43,164
1000,pop44,1431
1000,pop45,2070
1000,pop46,1
1000,pop47,247
1000,pop48,233
1000,pop49,846
1000,pop50,1237
1000,pop51,1786
1000,pop52,195
1000,pop53,594
1000,pop54,1144
1000,pop55,190
1000,pop56,729
1000,pop57,479
1000,pop58,620
1000,pop59,168
1000,pop60,577
1000,pop61,2112
1000,pop62,2086
1000,pop63,0
1000,pop64,566
1000,pop65,183
1000,pop66,672
1000,pop67,782
1000,pop68,231
1000,pop69,4
1000,pop70,2785
1000,pop71,1029
1000,pop72,1947
1000,pop73,1640
1000,pop74,2
1000,pop75,996
1000,pop76,820
1000,pop77,1535
1000,pop78,558
1000,pop79,3489
1000,pop80,651
1000,pop81,4784
1000,pop82,771
1000,pop83,218
1000,pop84,7
1000,pop85,598
1000,pop86,2628
1000,pop87,883
1000,pop88,824
1000,pop89,597
1000,pop90,9
1000,pop91,1772
1000,pop92,1828
1000,pop93,1139
1000,pop94,2815
1000,pop95,1096
1000,pop96,1230
1000,pop97,0
1000,pop98,580
1000,pop99,411
1000,pop100,962
1000,pop101,425
1000,pop102,625
1000,pop103,287
1000,pop104,0
1000,pop105,567
1000,pop106,256
1000,pop107,1411
1000,pop108,591
1000,pop109,1340
1000,pop110,3266
1000,pop111,3
1000,pop112,607
1000,pop113,907
1000,pop114,2196
1000,pop115,1410
1000,pop116,2649
1000,pop117,77
1000,pop118,217
1000,pop119,278
1000,pop120,2892
1000,pop121,2338
1000,pop122,505
1000,pop123,1926
1000,pop124,4433
1000,pop125,4300
1000,pop126,456
1000,pop127,598
1000,pop128,2474
1000,pop129,4276
1000,pop130,3933
1000,pop131,5904
1000,pop132,1211
1000,pop133,2715
1000,pop134,385
1000,pop135,2
1000,pop136,211
1000,pop137,164
1000,pop138,231
1000,pop139,2825
1000,pop140,942
1000,pop141,3968
1000,pop142,1881
1000,pop143,195
1000,pop144,5838
1000,pop145,680
1000,pop146,890
1000,pop147,249
1000,pop148,1036
